"nuts2","year","flow_in","flow_out"
"CH05",2002,1,0
"ITF6",1995,1,5
"NL41",1984,1,1
"PL61",2007,2,5
"UKJ2",1981,0,1
"UKK1",1981,6,20
"PL51",1991,0,9
"DE80",2000,4,4
"DE91",1974,26,1
"DEB3",2006,6,3
"UKM8",1972,2,0
"DE23",1985,0,4
"DEC0",1985,1,7
"PL52",2007,5,1
"FI19",2022,0,2
"DE73",1999,6,4
"RO21",1998,0,7
"LU00",1987,1,0
"UKJ2",1980,0,31
"UKH2",1980,1,0
"CZ05",1973,1,0
"CZ04",2009,2,3
"ES30",2024,1,0
"UKL2",1976,0,1
"IS00",2003,1,1
"SI03",2003,3,0
"UKK1",2023,0,1
"DE80",2003,2,4
"DEE0",2001,14,43
"DEB3",1994,0,8
"PT15",1985,1,0
"ES22",1982,6,13
"ES41",1982,6,10
"UKF1",1986,6,7
"UKL1",1981,1,3
"UKH2",1981,17,0
"FRC1",1992,8,5
"HU12",1999,3,2
"BE22",2009,2,7
"EL41",1998,4,0
"FRF3",1998,4,4
"UKC2",1972,35,0
"DED5",1990,52,53
"UKH2",1989,5,0
"DE25",1992,17,16
"PT18",1993,7,8
"ES43",1993,13,0
"DEE0",2000,297,37
"EL64",2015,5,3
"DED5",1992,1,2
"DE94",1992,1,1
"NL23",2005,1,0
"UKI0",1962,0,1
"UKJ3",1988,2,9
"ES51",1980,1,3
"ITC4",2022,3,2
"DEA5",1995,4,9
"DK05",2002,13,9
"FRE2",1991,0,1
"UKF1",1984,7,2
"ES64",2016,2,1
"ES61",1982,6,2
"FRC1",2004,16,10
"SK02",2010,11,13
"LV00",2006,115,24
"HU11",1980,2,2
"BE10",1980,1,0
"FRI3",1996,1,3
"CZ05",1984,1,0
"AT11",2015,1,0
"UKK1",1964,0,1
"AT34",2015,0,1
"ITF3",1995,4,10
"HR05",1991,6,5
"DE12",1991,0,5
"SK04",2010,2,1
"ITF3",1993,20,1
"ES42",1975,1,0
"ITF2",1988,1,0
"UKG1",1982,1,6
"BE23",1987,2,3
"ES23",2004,2,1
"ES43",2006,8,5
"NL21",1989,3,0
"UKK4",1989,3,1
"RO41",2006,0,4
"RO31",1994,0,2
"NL23",2021,10,9
"BE25",2012,28,0
"UKM6",2013,1,2
"BE31",2009,8,4
"DE26",1994,9,0
"CH04",1989,5,2
"SE31",1999,10,3
"FRJ1",1982,1,2
"UKG2",1985,1,0
"AT33",1990,1,0
"SK04",2006,3,2
"AT33",1993,1,4
"AT32",1993,6,2
"DEA2",1971,2,0
"HU33",1997,0,1
"DE13",2002,8,21
"AT33",1991,1,1
"EL63",1991,1,14
"BE22",2008,25,12
"DE80",2006,9,8
"RO12",1984,0,1
"ES13",1973,2,0
"PL63",1970,1,0
"ITC1",1988,0,13
"SE32",2011,1,4
"CZ08",2010,16,1
"RO11",2005,48,13
"RO42",2005,3,3
"UKM8",1969,0,3
"PL41",1989,8,0
"CH02",2022,1,8
"ITC3",1983,0,11
"UKN0",1997,2,15
"DK04",1987,0,2
"UKD4",1976,0,4
"EL43",2008,6,9
"EL51",2008,2,3
"FRJ2",1989,3,6
"ITH5",1983,11,23
"DK03",1993,1,2
"CH02",1989,6,2
"UKJ3",1982,2,1
"IE05",1990,2,2
"CZ07",2001,26,0
"ITG2",1996,2,1
"SK04",1985,2,1
"SK01",1985,1,4
"SE12",1980,4,1
"SE22",1980,1,1
"DE26",1989,2,0
"BG31",2002,3,0
"RO42",2004,15,14
"EL63",2004,1,9
"UKM7",1973,6,3
"HU33",2006,11,34
"PL22",1987,1,3
"PL21",1987,2,6
"UKC1",1979,0,27
"DEF0",1984,0,10
"DE23",1984,1,0
"DE23",2004,40,81
"PL42",2011,8,4
"FI1C",2025,0,1
"FI1B",2025,1,0
"RO12",2016,4,9
"BE31",1991,5,2
"DE71",1991,8,5
"SE11",1964,0,1
"EL51",2002,0,2
"HR02",2013,2,2
"LT01",1987,0,1
"LT02",1987,1,0
"CZ07",1996,2,0
"FRH0",1980,1,0
"DE14",1990,14,15
"ES42",1996,4,4
"IE04",2004,42,7
"FRI3",2004,13,16
"BE35",1991,0,5
"HR02",2002,4,1
"EL52",1996,2,3
"UKC2",1977,0,4
"AT12",1990,4,0
"HR06",2008,3,0
"RO32",1993,1,2
"UKM8",1913,0,1
"UKM7",1913,1,0
"AT22",1995,44,1
"PT16",1982,25,11
"UKD3",1967,6,1
"UKG3",1967,2,1
"RO22",2018,4,2
"PL61",1989,1,0
"EE00",2004,3,0
"UKD4",1997,33,24
"UKF1",1976,20,21
"NL23",2020,48,9
"EL43",2001,5,2
"DEA3",1993,0,7
"RO42",1969,0,1
"DE12",2023,0,1
"DK04",2023,3,1
"UKM7",1974,3,5
"UKJ3",1984,0,3
"HR02",2000,2,1
"UKK3",2013,17,8
"FRJ2",1984,0,25
"ES64",2001,1,0
"DE12",1971,0,1
"DE14",1971,1,68
"PL61",1987,4,5
"PL72",1987,1,0
"UKJ2",1988,20,11
"BG31",1985,0,1
"PL41",1998,7,8
"RO42",1997,1,7
"UKM7",1968,0,1
"UKM8",1968,1,0
"UKH1",1974,2,6
"HU11",1966,0,2
"SE11",1966,1,0
"DE50",1982,4,0
"FRF1",1981,2,0
"RO31",2005,1,2
"BG42",1996,0,7
"BG31",1996,1,0
"ITF4",1999,5,6
"FI1C",1991,2,4
"UKC1",1994,3,6
"ES51",1976,1,4
"UKM7",2022,0,4
"CH07",1988,1,0
"PL51",1972,2,1
"PL43",1972,1,0
"ITC3",1998,2,5
"NL33",1974,1,0
"NL41",1997,8,17
"FRI3",1994,1,0
"DE94",2003,0,5
"DE23",2009,3,5
"FRC1",1993,42,40
"EL64",2010,0,1
"ITF4",1981,0,1
"ITI4",1981,19,0
"UKH2",1999,2,2
"PL71",1989,3,2
"UKE3",1980,0,2
"EL43",1990,2,0
"FRL0",1978,7,0
"AT22",1989,1,1
"AT13",1989,5,5
"CZ04",2003,5,3
"CH02",1985,2,2
"CH03",1985,2,2
"PL63",1985,0,3
"HR03",2003,15,3
"RO21",1996,0,31
"DK01",1964,1,0
"DE91",1968,0,1
"DEA1",1968,1,0
"ES21",1974,0,1
"ES11",1974,5,0
"EL52",1987,0,2
"PL51",1990,2,1
"ITF5",2011,3,2
"FRI1",1988,9,7
"ITG2",1998,5,2
"PT17",1999,3,1
"NL12",2014,5,6
"ES52",1960,12,1
"ES22",1960,1,0
"EL41",1989,4,0
"BG31",1993,1,0
"EL54",2021,7,4
"UKH1",1960,123,122
"RO21",2003,1,12
"CZ07",1983,2,1
"ES53",1994,3,4
"DK05",2004,8,9
"DEA2",1989,8,30
"DE13",2022,0,1
"CH07",2002,2,0
"ES30",1976,2,5
"ES42",1997,7,0
"CZ08",2012,55,12
"ITC2",2002,1,0
"DEA1",1986,1,24
"AT13",1993,8,11
"DE80",2001,2,1
"DE60",2001,7,18
"NO02",2010,3,0
"UKN0",2022,0,3
"NO06",1988,1,1
"AT12",1987,1,0
"RO42",2001,1,2
"IE04",1985,0,1
"ITG1",1970,4,0
"DEB1",2007,1,0
"DEB1",2015,5,6
"HU33",2014,25,21
"PT16",2023,2,3
"CZ08",2011,4,2
"CZ02",1988,1,0
"UKG2",2000,9,4
"DE92",1984,0,13
"DEB1",2002,1,1
"PT17",1986,3,0
"CZ02",2012,14,18
"NL33",1982,0,1
"NL32",1982,13,0
"UKE2",1999,9,10
"ES11",1990,6,1
"FI19",1994,1,0
"CZ03",2008,1,0
"SE33",2006,12,16
"ITI3",2010,1,5
"UKM6",2006,10,0
"SK02",1996,1,2
"AT31",2007,40,0
"NL12",1990,1,0
"DEA4",2005,1,2
"AT12",2004,6,5
"PL52",2001,19,0
"UKD7",1984,12,20
"FI1D",1994,0,3
"UKM5",1993,3,2
"BE23",1996,3,4
"FR10",1959,0,1
"SE33",1992,0,4
"CZ07",1975,3,1
"CZ08",1975,1,0
"CY00",1990,5,0
"UKG1",1985,23,9
"LT02",1985,0,1
"BE33",1995,1,27
"AT21",2008,1,22
"CH04",1982,1,5
"ES51",1973,0,23
"DE50",2000,22,6
"IE05",1969,1,0
"PL63",1997,12,5
"UKM7",1967,0,1
"NO06",1976,3,0
"EL43",2000,7,6
"DE21",1981,4,0
"PT16",1960,0,1
"CZ06",1992,2,0
"UKH3",1971,0,1
"BE33",1990,1,1
"NL21",1991,3,1
"UKN0",1972,0,3
"DE50",1998,2,5
"UKE1",2006,1,2
"ITI3",2004,3,3
"EL54",2003,1,2
"DK04",1970,0,1
"NO0B",2006,1,0
"BG31",2016,0,9
"SK03",1997,2,0
"DE22",2006,0,1
"PL62",2004,4,9
"UKF3",1994,1,0
"EL62",2017,2,1
"FI1B",1979,0,2
"FI19",1979,2,0
"SK02",2002,9,0
"SE22",1982,2,1
"ITH1",1993,0,31
"SK02",1997,1,1
"UKG2",2001,24,19
"CH02",1986,1,0
"UKM5",1988,7,0
"BE24",1987,4,7
"EL62",2019,4,3
"DEG0",1998,7,1
"ITF5",2020,45,33
"ITF2",2007,1,3
"NL32",1972,0,1
"NL33",1972,1,1
"NL11",1994,4,5
"FRH0",1994,10,11
"NL13",2011,3,2
"DK03",1988,14,1
"ITC4",1980,3,3
"ITH3",1980,1,12
"RO21",1997,4,0
"UKD4",1978,0,7
"ITH3",1982,2,7
"BE35",2002,2,1
"FI19",1995,2,2
"DED4",1991,1,2
"FRM0",2009,1,0
"HU12",1981,0,2
"UKH2",1991,1,0
"NO0A",1991,3,0
"PL63",1982,2,4
"PL61",1982,1,0
"UKH2",2008,3,9
"DK03",1995,2,3
"EL63",1994,0,1
"NL32",2047,0,1
"NL22",2047,1,0
"DE73",2006,4,2
"DE30",1974,1,0
"IE06",2023,0,2
"HU32",1995,0,5
"HR06",2011,4,2
"DEA4",1994,3,4
"HU22",2014,20,38
"RO41",2010,9,19
"FRF2",1991,4,0
"DE23",2003,3,1
"DEA4",2003,11,2
"EL64",2005,2,0
"ITI3",1993,4,2
"PL84",2004,11,1
"DE30",1973,4,0
"ITF1",1998,6,0
"UKE3",1977,7,6
"AT21",1999,3,0
"FRK1",2022,0,1
"CZ08",1983,2,0
"RO41",2000,0,3
"RO11",2000,49,80
"UKE1",2001,28,54
"HR05",1995,3,6
"EL51",1997,1,0
"MT00",1999,1,0
"DEA4",2001,3,1
"NO02",2005,2,4
"SE22",1987,6,1
"SE33",1987,3,1
"RO41",2009,8,1
"UKN0",1992,2,0
"ES52",1979,5,0
"PL91",1973,2,1
"LT02",1983,4,0
"UKL1",1983,4,5
"DE22",2019,8,9
"CZ05",2007,4,2
"DE27",2007,1,1
"FRC1",2002,2,2
"DK03",1997,1,20
"FRD2",2013,4,8
"ITF4",2000,9,6
"DE23",2010,6,15
"NL41",1989,9,21
"LU00",2006,6,0
"FRH0",1998,6,15
"PT11",1983,1,1
"EL30",1982,13,4
"DEA5",1993,2,5
"SK03",2002,1,8
"LU00",1988,1,0
"FRF3",1990,13,12
"EL43",1994,1,0
"UKD4",1991,19,45
"HU11",1985,1,3
"AT31",1996,1,0
"SE23",1988,1,0
"NO07",2002,1,6
"DEC0",2001,2,1
"DED2",1976,1,0
"ES21",1983,10,0
"PL84",1995,9,1
"HU22",2012,1,2
"DE21",1982,5,8
"UKD6",2023,0,1
"UKD3",2023,13,0
"UKN0",1999,71,60
"PT20",1991,1,4
"AT34",2011,1,0
"BE24",1975,0,1
"NL32",1975,1,1
"ES61",1984,7,3
"HR03",1991,2,2
"NO07",1987,1,1
"EL51",1996,0,1
"UKI0",1960,1,1
"UKN0",1975,1,0
"PT15",1994,1,0
"CH03",1996,8,3
"ITF6",2023,1,0
"BE22",2012,56,11
"PL63",2002,8,12
"DE91",2023,1,0
"CZ07",1998,2,3
"HU33",2003,17,36
"FRK1",1987,2,2
"DED4",2007,27,28
"RO22",1983,1,0
"ES62",1979,5,1
"FRI3",1980,1,0
"AT12",2001,11,5
"PL63",1979,1,2
"HU12",2004,3,3
"HU22",2004,1,1
"ES64",2019,3,0
"UKE3",1978,2,2
"SE22",1988,3,5
"UKE1",1995,4,2
"ES21",1988,1,2
"BG34",2003,0,1
"ITF3",1984,1,1
"ES62",1998,20,36
"UKI0",1963,3,3
"SE21",1988,4,2
"LT02",2002,4,1
"LT01",2002,2,0
"UKG1",1976,10,16
"AT11",2021,8,9
"UKM8",1979,152,39
"BG32",2008,0,12
"SK04",2013,10,2
"CH04",1965,0,1
"DED4",1996,1,0
"DK02",2023,0,3
"LV00",2009,5,0
"FRF2",2001,16,0
"IS00",1986,1,0
"SK04",2009,1,4
"DE23",2001,4,2
"EL43",1995,5,6
"BG34",2016,4,2
"ITC4",1978,1,0
"AT34",2021,15,0
"UKH2",1990,1,1
"HU32",1984,0,1
"RO22",1998,4,0
"PL91",1969,20,1
"PL72",1969,1,0
"UKD6",2001,14,4
"ES24",1990,2,2
"UKD7",1987,37,48
"DK01",1966,1,1
"DEA3",1971,0,1
"ES52",1977,0,1
"ES24",1977,5,0
"ITG2",1982,0,3
"HU32",1994,2,0
"SE12",1985,13,3
"DE30",1995,5,2
"DEE0",1995,4,0
"SK03",2004,5,2
"ITF3",1987,0,5
"ITF5",1987,4,0
"IE05",1994,3,38
"CH07",1995,1,0
"UKM9",2003,0,2
"NO06",2002,9,24
"ES53",1992,9,0
"HU23",1995,1,1
"ITC1",1995,0,4
"ITC3",1995,3,1
"PT16",2022,2,0
"UKG1",1979,7,12
"BE35",1998,0,4
"DE30",1989,9,13
"DE14",1989,2,0
"UKH1",1963,3,4
"FRF2",1999,11,0
"ES62",1984,1,0
"BE23",1999,10,12
"ES21",1984,7,0
"BG31",2009,0,1
"ES53",2006,6,1
"PL62",1993,2,1
"PL91",1981,8,30
"FRC1",1969,0,1
"FRC2",1969,1,0
"DE23",2002,6,15
"FRD1",1985,0,1
"UKL2",1998,7,7
"DE73",1998,1,5
"ITF6",2003,5,2
"BG41",1976,0,3
"BG31",1976,2,0
"UKD6",1974,1,0
"DEC0",1994,1,0
"ES63",2020,0,1
"DE13",1999,0,23
"NL34",2017,4,1
"EL53",2005,1,0
"DE80",2002,9,2
"SI03",1996,0,1
"EL41",2007,1,2
"CZ04",2007,1,0
"DEA4",2010,36,37
"FRE1",1987,1,2
"RO31",2009,2,1
"RO21",1983,0,1
"HR02",1975,0,1
"HR05",1975,1,0
"HR05",1983,0,1
"BE35",2014,9,8
"CH02",1982,0,8
"UKK4",1973,0,1
"UKF1",1973,13,0
"PT20",2005,103,51
"DED2",1993,12,7
"DE40",1984,4,0
"UKE2",1987,6,1
"UKD4",1989,3,1
"NO09",2001,2,0
"FRF2",2002,7,12
"FRJ2",1965,0,1
"ES30",1965,1,0
"DK05",1976,1,0
"UKD1",2012,5,0
"SE33",1979,1,1
"AT32",2009,4,9
"NO08",1984,2,1
"DK02",1992,4,0
"ES21",1982,1,2
"FRJ2",1988,13,12
"PL81",1976,2,1
"PL21",1976,1,0
"PT17",1985,1,0
"UKE2",1983,3,1
"NL42",1983,2,0
"RO41",1995,0,1
"RO41",1992,3,0
"CH06",1997,0,1
"HU12",2000,0,8
"IE06",2022,2,0
"NL34",2003,0,1
"SE32",1991,2,0
"DEB1",2009,7,0
"DE80",1999,54,1
"ITC1",1993,8,9
"PL82",1988,1,0
"PL51",1984,1,1
"UKE4",1974,1,4
"UKD4",1974,1,0
"AT32",2007,8,3
"FRB0",1990,9,4
"BG32",1987,1,0
"NO0B",2018,19,9
"FI1C",1989,1,1
"SE32",2007,3,0
"UKH1",2023,3,1
"NL23",2011,4,1
"NL41",1979,1,0
"PT20",2004,1,3
"EL52",2004,52,27
"DEE0",1999,17,0
"BG41",1999,1,5
"BE35",2000,0,21
"CZ06",2005,6,8
"LT01",1991,1,2
"LT02",1991,2,0
"PL91",1962,0,2
"PL63",1962,1,0
"UKJ3",1981,0,2
"NL23",1989,1,0
"UKJ3",1970,2,1
"NL32",1970,1,0
"CH01",1967,6,0
"BG33",1987,2,1
"UKE1",2009,152,153
"NO02",2012,0,1
"FRK1",2001,1,2
"DE60",2024,1,0
"BE21",1984,5,0
"SI03",2009,1,12
"DEA2",1980,2,3
"FRK1",2006,37,0
"SI04",1986,0,1
"UKG3",1966,0,9
"UKM8",1980,2,0
"EL53",2011,0,1
"DE24",2000,0,1
"PL42",1982,1,1
"HU21",1994,1,0
"UKC1",1991,4,3
"BE31",1990,0,5
"DE27",2005,1,1
"EL41",2015,5,4
"DE26",2006,8,15
"ES11",1983,4,1
"DEB3",1997,1,0
"PT17",1974,2,0
"DE73",1993,1,2
"IS00",1979,1,0
"BG34",1997,0,1
"BG42",1983,0,1
"BG34",1983,1,0
"FRJ1",1973,1,2
"ES62",1987,0,17
"EE00",1989,1,0
"PL43",2007,0,1
"NL33",1977,2,1
"ES23",1996,2,4
"ITF2",1993,6,1
"CZ05",2001,2,1
"PT17",1990,7,1
"UKM6",2014,2,1
"ITG1",1996,6,4
"DEA4",1986,0,23
"PL71",1986,1,6
"ITH2",2003,1,1
"RO41",2011,8,0
"BG32",2001,1,0
"DE27",2010,4,1
"CH01",1975,1,0
"PL52",1993,1,0
"PL42",1999,2,0
"RO12",1982,0,2
"RO21",1982,1,0
"FRD2",2000,3,1
"DE14",1975,0,1
"DE13",1975,7,0
"DK03",1994,0,2
"UKM6",2015,9,2
"CZ01",1986,3,16
"CZ03",1986,1,0
"ITI1",1955,0,1
"ITC1",1955,1,0
"DE21",1986,0,41
"FRC2",1996,0,3
"NL42",1998,9,16
"ES21",1975,1,0
"CZ05",1989,1,0
"ITC2",2020,0,34
"FRI1",1978,0,2
"EL61",2004,3,0
"NO06",2023,0,3
"PL41",1977,0,1
"UKH1",2022,1,45
"UKC2",1990,5,6
"SE31",1993,1,2
"CH03",1984,3,0
"BG33",2010,0,1
"DED5",1997,3,1
"UKG2",1999,10,9
"SK01",1988,0,1
"SK03",1988,1,0
"AT34",2007,30,29
"DE14",1973,0,3
"BE24",1985,0,2
"BG32",2012,2,0
"RO41",1983,1,0
"PL91",1988,6,7
"PL63",1988,9,0
"FI1D",1997,6,6
"SE11",1976,1,2
"ITF1",1994,9,4
"BE31",1987,2,2
"ITI1",1971,0,51
"ITI4",1971,10,0
"UKL1",1975,1,1
"ES12",1995,4,0
"NO0A",1996,4,1
"DE50",1977,1,0
"PL72",2005,4,0
"RO21",1988,0,1
"RO32",1988,1,1
"PL41",1986,2,2
"RO12",2010,1,6
"PL71",1993,5,3
"HU33",1992,0,3
"HU21",1992,1,0
"ES64",2014,4,2
"EE00",2002,25,12
"FRI3",1992,2,3
"LT01",2001,2,2
"BG42",1992,1,1
"IE04",1974,0,1
"IE05",1974,1,0
"NL12",1994,0,1
"DED5",1996,3,6
"NL31",1970,0,2
"ITG1",1993,0,22
"DEF0",1983,12,13
"ES23",2003,4,0
"PL21",1981,15,1
"DE50",1996,12,7
"DE71",1996,8,17
"BE32",1998,1,0
"DEA5",1994,5,4
"ITF4",1990,1,2
"EL54",1990,1,0
"DE91",1989,1,2
"HU21",2009,1,1
"HU22",2021,21,15
"RO22",1996,4,6
"DEB3",1981,4,1
"DE26",1981,2,0
"UKJ3",1980,1,1
"DE94",1997,1,0
"DEA1",1989,1,0
"BE24",1967,0,2
"ES23",1997,2,0
"UKD7",1983,3,1
"UKL1",1976,2,2
"EL54",1999,1,0
"LT02",2004,0,2
"LV00",1999,2,1
"SK02",1995,1,0
"CZ05",1988,1,0
"EE00",2000,3,0
"DEC0",2000,1,1
"UKK1",1966,1,0
"HU32",2001,1,1
"AT13",1985,2,3
"UKE1",1977,0,21
"UKK4",1977,1,0
"DK05",2003,10,3
"NL11",2022,0,2
"DK04",1983,0,29
"IE04",1992,0,1
"PT30",2013,4,15
"ITF4",1985,1,6
"PL51",1979,51,52
"FI1D",2004,3,3
"UKM9",2014,1,2
"DK02",2001,2,1
"NO07",1995,3,1
"FRJ2",1980,5,1
"ITF6",2004,30,7
"HU12",2011,0,11
"ES70",1985,3,1
"SI04",1989,1,1
"DE72",1992,1,27
"BE10",1985,0,4
"BE34",1985,1,0
"PL22",1984,1,2
"PL21",1984,20,19
"RO32",1981,4,3
"SI03",2002,2,1
"UKM7",1962,0,1
"DK04",1985,5,1
"DE60",1982,31,0
"FRK1",1980,1,3
"UKF1",1964,0,1
"UKM7",1964,1,8
"BE35",2013,2,3
"IE04",1987,1,0
"ITF6",1986,4,2
"UKM7",1966,37,38
"UKM8",1966,1,8
"DEA2",1985,2,3
"DE40",1985,1,0
"DK01",1987,8,1
"ES13",1988,3,2
"DE14",1972,1,0
"PL81",1986,1,26
"UKD3",2022,12,1
"HR03",1983,1,0
"FRL0",1982,0,2
"ITC4",1983,4,3
"ITF3",1968,0,1
"ITC4",1968,1,0
"AT22",2000,10,9
"HU33",1988,1,0
"PT30",1981,1,0
"DK05",1999,0,2
"UKH1",1964,0,14
"UKN0",1991,1,4
"HU32",2004,9,4
"NO0A",1990,0,1
"NO09",1990,1,0
"UKK2",1983,16,15
"ITF4",1988,2,3
"UKK4",1995,19,6
"FR10",1971,4,3
"FRE1",1971,1,0
"SE32",2015,3,2
"EE00",1963,0,1
"FRL0",1988,32,5
"RO21",1991,0,5
"RO32",1991,3,6
"DE11",1985,1,1
"UKH1",1968,1,35
"FRK1",1995,5,0
"BE35",2011,5,0
"UKL2",1980,13,6
"DEA5",1973,1,0
"PL92",1996,18,0
"FRC2",2003,1,20
"FI1C",1995,2,2
"RO41",1997,6,13
"CH05",1998,3,0
"LI00",2008,1,2
"ES12",1988,4,3
"NL11",1980,0,4
"NL32",1980,21,38
"DK02",2000,0,2
"ITF1",2024,0,1
"PT15",2004,4,2
"DEB3",1991,2,1
"FRB0",1974,1,0
"RO41",2007,4,3
"UKF1",1983,20,1
"ES22",1986,1,12
"UKE3",1973,31,32
"DK04",1973,0,1
"DK05",1973,1,0
"PT30",2004,2,1
"ITI4",1969,1,0
"BG33",1990,5,0
"AT31",2001,1,2
"RO41",2004,14,1
"NL31",1987,2,2
"MT00",1991,0,1
"PT30",2005,1,6
"SE33",1988,14,1
"SE31",1988,1,0
"DEB3",1986,0,1
"PL72",1998,1,5
"DEB3",1982,0,1
"PL84",1996,2,0
"BG33",2012,26,0
"UKE1",1988,0,1
"CZ03",1995,1,0
"UKI0",1954,1,2
"SK04",1989,1,1
"AT22",1965,0,1
"BE10",1969,2,0
"DEB2",2000,0,2
"ITH2",2009,2,3
"SE32",1997,2,0
"ES22",1973,0,1
"ES21",1973,1,0
"ES63",2018,2,0
"SE23",1990,1,0
"ITF5",1985,3,0
"NO0A",2000,3,3
"AT13",1970,1,1
"AT31",1970,1,0
"UKG2",2003,14,15
"CH02",1993,4,6
"ES12",1970,1,0
"UKL1",1988,3,5
"DE22",2013,26,1
"ES62",1989,0,2
"ES42",1989,4,0
"UKK2",1994,9,40
"NL32",1969,2,1
"EL51",1988,1,0
"DK05",1987,1,1
"RO31",2018,0,1
"LV00",2008,5,6
"ES53",2004,15,1
"DK05",1993,5,2
"FRF3",1986,3,4
"UKN0",1967,5,2
"UKE4",1972,2,1
"UKE3",1972,12,0
"PL43",2013,3,3
"NO02",2008,2,13
"DED5",1975,1,0
"CZ08",1999,0,1
"FRE2",1996,0,1
"EE00",1991,1,1
"FRF2",1997,1,0
"UKD4",1979,1,0
"UKM9",2009,1,0
"PL41",1975,2,1
"BG32",1989,0,1
"RO11",1999,6,8
"DEA2",1982,3,4
"UKK4",2023,1,0
"PL22",1974,12,1
"PL81",1974,1,8
"EL30",1986,16,10
"BE34",2011,1,6
"EL52",1993,2,3
"UKE1",1982,0,1
"BG41",1978,0,1
"BG32",1978,1,0
"DE14",1980,7,1
"UKD7",1979,4,3
"FRD2",2007,16,5
"HU12",1982,0,2
"BE25",2009,0,3
"PT17",1992,2,64
"SE23",1992,3,0
"FRI1",1982,1,0
"PL61",1984,0,1
"PL62",1984,1,3
"DE25",1975,0,1
"DEA5",1975,1,0
"CZ03",1993,0,1
"CZ02",1993,1,0
"NL11",1973,0,1
"ES51",1983,5,2
"EL51",2009,1,3
"SE12",1966,0,4
"SE21",1966,1,0
"DE94",2004,6,1
"LT02",2001,20,41
"SE33",1991,1,16
"UKE1",1983,0,1
"ITF5",1997,3,2
"SI04",1984,0,2
"FRE2",2003,11,34
"RO11",1991,0,1
"UKM6",2016,1,0
"PT18",1973,1,0
"FRK2",1972,1,2
"PT17",1972,1,0
"NL11",1990,2,4
"NL21",2006,15,17
"BE31",1986,0,1
"SK02",2011,12,3
"ITI2",2002,1,0
"NO0A",1987,1,2
"ITF2",2000,1,0
"BE31",1993,9,4
"FRJ1",1977,1,11
"DE22",2012,14,15
"EL51",2001,0,1
"ES70",1995,65,14
"UKJ3",1977,0,1
"ES12",1990,2,7
"NL11",1978,1,1
"DEA2",1978,1,7
"UKD4",1983,1,2
"BE34",2016,1,1
"UKJ4",1982,0,1
"DE13",1982,0,4
"DE71",1982,1,0
"PL62",2001,3,0
"SI03",1997,2,1
"PL91",2023,0,3
"PL72",2023,1,0
"FRE2",2006,1,5
"FRH0",1989,80,33
"RO31",2011,3,2
"PL22",1986,3,0
"PL92",2006,15,1
"UKH3",1993,1,84
"NL12",2011,1,3
"DE27",2004,1,1
"CZ07",1992,8,2
"CZ08",1992,2,6
"DE60",1992,3,3
"ITC2",2010,0,1
"EL53",1999,2,0
"UKM6",2010,2,0
"PL62",1995,25,12
"UKD6",2000,2,2
"UKJ2",1965,1,0
"BE33",1997,2,7
"AT22",1985,1,0
"DE94",1999,2,1
"DEE0",1992,1,5
"DE27",2012,3,3
"UKC2",1984,1,2
"DEE0",1986,2,1
"NO0A",1999,4,0
"DE24",1995,2,1
"DE13",1989,11,12
"EL61",2007,6,0
"UKN0",1998,4,4
"UKH2",1992,1,2
"DE91",1969,0,2
"DE12",1969,1,5
"AT34",2018,2,4
"UKM7",1978,7,3
"SK04",2008,3,1
"UKD3",1980,3,2
"FRI1",1987,3,3
"ITC1",1975,0,2
"ES43",1983,0,4
"ES24",1983,4,0
"AT32",1997,1,0
"CH05",1954,1,0
"PL92",2000,13,1
"EL52",1980,3,0
"SK01",1990,4,3
"UKD3",1983,16,21
"PL41",1982,1,3
"SE21",1981,1,0
"RO12",1993,1,22
"DEG0",1992,3,4
"PT16",1970,1,9
"ITG1",1988,4,4
"DE71",2022,0,1
"UKJ2",2022,1,0
"SK03",1994,1,3
"DE14",1987,0,15
"AT32",1986,18,19
"AT13",1986,1,2
"NO09",2006,2,2
"ITG2",2000,7,6
"DEA5",1988,0,1
"DEA3",1988,0,2
"UKK2",1991,3,2
"HU21",2007,1,0
"PL92",1997,0,3
"ITC1",1971,0,1
"DEA1",1969,2,0
"EL52",1982,7,0
"AT33",2001,3,7
"UKE3",1965,0,1
"BE10",1965,1,0
"CH04",1973,2,3
"CH03",1973,1,2
"NL23",2008,10,6
"FRI2",2002,2,1
"UKH2",1987,1,1
"RO22",2013,2,5
"BG34",2014,2,1
"ITI2",2004,1,0
"DE24",1992,9,32
"FRI1",1985,9,1
"UKL1",1990,15,10
"PL52",1980,1,2
"UKF1",1978,33,0
"UKD4",1970,4,0
"AT32",2002,0,1
"BE21",1990,7,8
"BE24",1990,7,6
"ES52",1965,0,1
"ES51",1965,1,0
"HR05",1984,9,0
"SK02",1980,0,1
"NL41",1988,0,1
"UKJ4",1989,12,5
"CZ06",1986,29,56
"ITI3",1985,0,2
"FRI3",1982,0,1
"DE94",1986,27,0
"ITH3",1979,1,0
"UKD3",1956,0,1
"UKI0",1956,1,0
"DK03",1975,1,0
"ITF1",1981,1,0
"PT16",1967,0,1
"FRH0",1967,1,0
"ES70",1999,4,3
"FRC1",2005,3,4
"ITI2",2019,0,1
"IE04",2001,3,0
"DEC0",2006,4,9
"FRI1",1981,3,0
"DEA1",1980,1,0
"DE25",1987,5,1
"EE00",1986,0,1
"ES41",1981,0,2
