"receiver","year","count"
"BG41","2012","220"
"ES41","2012","21"
"EL30","2002","14"
"FRI1","2020","66"
"NO08","2013","42"
"HU32","2016","118"
"UKE3","1992","8"
"UKM7","2018","109"
"NL32","1991","66"
"IE05","2022","1"
"UKE2","2021","81"
"UKM8","2009","232"
"CH04","2006","20"
"SI03","2012","3"
"UKD3","2001","17"
"UKM7","1996","17"
"DED2","2019","145"
"DE12","1984","3"
"UKJ1","1997","81"
"ES11","2009","64"
"PL91","2021","278"
"FI1B","2021","96"
"ES11","2017","369"
"UKJ1","1979","73"
"ES43","2015","9"
"FRE1","2018","95"
"DE71","2012","745"
"UKE2","1995","71"
"ES61","2014","349"
"AT12","2021","55"
"NO0A","2012","15"
"UKG3","2013","725"
"ES41","2013","28"
"SE23","1999","4"
"DE14","2018","416"
"FRG0","2020","45"
"FRF1","2020","62"
"ITH3","2018","178"
"SE21","2019","2591"
"PT17","2009","27"
"CY00","2000","10"
"PL22","2020","78"
"UKI5","2004","62"
"FRE1","2013","180"
"IE05","2005","168"
"DE50","2016","176"
"AT33","2020","45"
"PT11","1994","10"
"UKE4","2020","80"
"UKJ2","2015","330"
"FRH0","2018","232"
"ITH4","2011","10"
"CZ07","2008","6"
"UKH1","2020","160"
"DE71","2010","153"
"DE40","2012","43"
"CH01","2015","255"
"FRH0","2020","105"
"SK02","2019","38"
"CH02","2013","36"
"BE23","2013","65"
"UKK2","2007","157"
"EL64","2013","1"
"UKG1","1990","33"
"AT22","2013","97"
"ITF1","2020","193"
"UKM8","2016","287"
"DE60","2019","96"
"PL63","2018","199"
"UKG2","2017","45"
"IE06","2021","119"
"FRI1","2012","20"
"UKF3","2014","646"
"UKK3","2015","42"
"FRJ2","2015","31"
"DE26","2019","461"
"UKD6","2014","13"
"DED2","2017","246"
"UKJ1","2005","104"
"DE14","1999","5"
"DE60","2015","94"
"PL82","2008","6"
"PT16","2005","32"
"DE91","2013","32"
"DED2","2018","225"
"FRI2","2021","120"
"ITI1","2005","31"
"ES21","2014","163"
"PL22","2015","139"
"CY00","2006","7"
"DE80","1998","5"
"ITI1","2014","212"
"AT13","2016","255"
"AT21","1997","1"
"FI1B","2015","293"
"DE40","2010","30"
"DE50","1997","394"
"SK01","2017","174"
"AT32","2019","70"
"SE22","2013","6091"
"UKM7","2016","360"
"SI03","2015","29"
"SE12","1976","4"
"CH03","2021","281"
"BG41","2019","33"
"PL62","2019","9"
"UKF3","2016","47"
"ES52","2007","27"
"BE35","2015","43"
"PL71","2017","87"
"EE00","2020","93"
"PL71","2021","14"
"UKE2","2004","36"
"NO09","2019","22"
"DE11","2006","46"
"PL61","2019","262"
"FI19","2021","771"
"ES11","2012","222"
"ITC1","2017","382"
"DK04","2014","25"
"UKG1","1987","8"
"BE31","2015","45"
"UKJ3","2017","51"
"RO11","2019","28"
"FI1B","2010","20"
"AT32","2017","16"
"EL53","2008","2"
"EL30","2012","31"
"ES13","2015","14"
"DEF0","2007","73"
"BE23","2015","61"
"CZ07","2020","397"
"NO07","2018","49"
"SE12","2003","6"
"DE24","2012","13"
"PL51","2013","47"
"ITI1","2019","181"
"DE92","2006","42"
"ES11","2015","176"
"PL81","2015","13"
"PL61","2020","171"
"UKM8","2002","47"
"ITG1","2005","7"
"PL82","2013","6"
"PL51","1985","5"
"PL41","2011","14"
"UKF3","2012","25"
"DEF0","2019","68"
"UKK4","2006","11"
"ES30","1994","31"
"AT13","2014","107"
"FRH0","2012","59"
"HR03","2012","15"
"UKM7","2014","69"
"AT13","2021","266"
"NL22","2014","157"
"UKE3","2016","4112"
"ES30","1999","22"
"BG42","1986","1"
"ITC4","2009","26"
"NL31","2021","38"
"ITF6","2001","6"
"DEG0","1987","1"
"NL32","1979","1"
"DE14","2019","101"
"DEB3","2017","43"
"UKM8","1984","3"
"UKM7","2013","148"
"DEF0","2012","12"
"ES30","1996","146"
"FRJ2","1993","9"
"UKE2","2018","67"
"DE23","2021","127"
"UKE4","2002","16"
"RO12","2015","682"
"ES62","2013","8"
"NL22","2006","12"
"UKD3","2020","326"
"DK01","2008","97"
"ES51","2001","23"
"DE92","2021","36"
"FR10","1981","20"
"HU11","2014","46"
"PT18","2014","14"
"PL63","2019","31"
"FRL0","2014","201"
"CH04","2015","75"
"ITC1","2019","56"
"DE14","2011","16"
"DE30","1988","11"
"NL33","1997","21"
"UKM8","2013","45"
"UKC2","2018","114"
"SE21","2018","80"
"NL33","2016","103"
"FRK2","2003","97"
"UKE2","2016","203"
"ES11","2021","48"
"ITH5","2019","1042"
"DEE0","2018","442"
"DEB3","1998","5"
"DK03","2014","33"
"ES61","2016","79"
"FRJ2","2021","129"
"UKJ4","2015","158"
"CH06","2013","1"
"RO42","2009","5"
"BE35","1978","1"
"FRD1","2015","10"
"SE12","2019","308"
"UKC2","1983","2"
"FRD2","2016","40"
"UKJ4","2009","37"
"NL32","2015","62"
"SE11","1998","161"
"DE13","1993","13"
"ES42","2017","42"
"UKE4","2003","151"
"SE21","2021","42"
"UKH3","2021","383"
"NL42","2012","69"
"DEA4","2021","96"
"DEA1","2009","122"
"PT15","2014","79"
"ES21","2013","23"
"DEA2","2009","28"
"UKD4","2017","78"
"PL41","2013","136"
"DE23","2014","68"
"ES11","2020","45"
"FRE1","2017","345"
"UKE3","2011","76"
"NL33","2015","136"
"NL41","2021","41"
"UKK4","2010","26"
"NL41","2016","117"
"ES12","2014","15"
"ITC4","2004","15"
"UKM7","2021","62"
"DE13","2018","50"
"UKM8","2014","1622"
"HR05","2012","177"
"BE21","2000","217"
"UKJ4","2013","393"
"FR10","2001","74"
"ES24","2001","177"
"CH01","2002","19"
"PL43","2017","34"
"CH05","2017","289"
"AT33","2014","40"
"DK02","2021","21"
"UKL2","2014","40"
"UKC2","2020","56"
"CZ05","2021","7"
"AT13","2000","19"
"HR03","2019","15"
"UKD3","2005","21"
"ITH5","2020","68"
"UKE1","2019","165"
"PL61","1994","6"
"NL22","1995","251"
"CY00","2018","33"
"UKE2","2014","72"
"AT13","2012","189"
"DED5","2021","65"
"EL30","2008","39"
"UKG3","2020","124"
"AT13","1996","6"
"SE33","2019","613"
"CY00","2013","134"
"CH07","2020","26"
"FRJ1","2014","602"
"FI1C","2008","10"
"DE50","2002","28"
"FRC1","2020","67"
"ITH5","2016","106"
"EL51","2013","5"
"DE12","2019","473"
"BE24","2013","406"
"UKF3","2017","33"
"ES61","2021","401"
"DEA5","2020","1236"
"UKH2","1997","7"
"HU12","2016","62"
"PT11","2006","36"
"UKC2","2017","1058"
"UKJ4","2017","54"
"ITF3","2016","385"
"UKG1","1994","41"
"UKK1","2017","123"
"CH04","2017","638"
"LT01","2011","13"
"UKE4","2012","35"
"DEF0","2017","148"
"DE60","1983","1"
"UKF3","2007","38"
"NL33","2012","128"
"UKF2","2013","1"
"UKM7","1986","29"
"FRI3","1999","7"
"IE05","2021","54"
"PL91","2017","286"
"CH07","2012","25"
"FR10","1983","138"
"ITI3","1998","4"
"LT02","2007","2"
"CH03","2013","28"
"ES41","2009","287"
"UKE4","2013","52"
"FRF1","2014","235"
"ITH1","2011","20"
"BG41","2011","7"
"UKE1","2015","1101"
"DE12","2012","71"
"FRI1","2010","14"
"DE72","2020","1585"
"FRD2","1996","1"
"UKH2","2017","201"
"NL31","2014","246"
"DED2","2005","26"
"RO22","2003","1"
"EL64","2020","47"
"DEA4","2004","1"
"FRB0","2005","6"
"FRB0","2018","28"
"HU12","2018","33"
"CH02","2021","151"
"ES42","2001","36"
"FRK1","2007","31"
"ES21","2002","416"
"UKJ1","2004","258"
"BE24","2010","31"
"ITI4","2018","174"
"UKJ2","2017","343"
"DED5","2019","56"
"CH04","2011","95"
"UKI5","1992","678"
"CH04","2013","47"
"ES42","2021","31"
"LT02","2018","54"
"DED4","2013","12"
"EL65","2015","8"
"PL63","2007","35"
"SE23","2003","14"
"ES22","2019","539"
"EL53","2019","7"
"AT32","2016","14"
"EL61","2018","19"
"ES70","2021","23"
"DEA4","2018","91"
"EL54","2015","17"
"FI1D","2020","220"
"UKK2","2004","25"
"CH01","1999","33"
"NL42","2011","12"
"UKE2","2008","26"
"DE21","2014","1011"
"SE31","2016","28"
"ITF3","2002","9"
"CZ01","2021","67"
"ES21","2016","3925"
"PT17","2015","860"
"ITI4","1982","5"
"PL21","2013","20"
"ITH3","2015","62"
"ITI4","1991","8"
"NL33","2006","44"
"NO07","2020","60"
"CH05","2015","467"
"SI04","2000","4"
"HU11","2016","68"
"ES51","1992","21"
"ES52","2017","82"
"CH02","2016","140"
"SE23","2017","35"
"DK04","1984","1"
"FRK1","2019","25"
"CZ04","2013","3"
"NO06","2017","331"
"FRF1","2012","10"
"ITH3","2008","10"
"PL91","2012","39"
"BE21","2009","371"
"ITF6","2019","23"
"UKJ1","2007","802"
"UKL1","2009","53"
"FR10","1990","60"
"IE06","1977","22"
"HR03","2017","49"
"DE91","2014","113"
"PT20","2012","5"
"ITI4","2021","248"
"CH03","2008","89"
"NL32","2007","13"
"UKL1","1985","5"
"FI1B","2011","453"
"UKD3","2006","26"
"EL52","2008","50"
"UKH1","1982","13"
"DEA2","2016","181"
"FR10","2000","64"
"HR05","2019","231"
"BE31","2001","36"
"UKL1","2016","38"
"DK01","2022","7"
"PL61","2012","9"
"UKH3","2010","8"
"BE23","2017","58"
"PT15","2011","23"
"SE12","1997","129"
"NO08","1988","112"
"CH02","2018","643"
"DE94","2021","1537"
"RO11","2006","22"
"CH03","2018","979"
"CZ07","2017","43"
"FR10","2008","60"
"FRD2","2009","13"
"IE05","2015","2279"
"ES62","2014","15"
"DK05","2015","104"
"UKM8","2008","28"
"PT20","2017","136"
"FRF1","1997","3"
"RO32","2015","121"
"UKL2","2015","54"
"ITH5","2000","15"
"SE11","2008","27"
"DE91","2001","28"
"FRE1","2001","11"
"BE10","2008","29"
"ITG2","2008","1"
"UKK4","2007","16"
"PL51","1997","2"
"UKD3","2013","526"
"UKJ1","2006","86"
"DED2","2001","6"
"SE11","2011","53"
"PT17","2018","224"
"DE73","2015","19"
"FRC2","2019","16"
"UKH2","2006","36"
"SE12","1989","94"
"HU11","2019","1043"
"NL22","1971","2"
"HU11","2013","261"
"ES51","2011","58"
"PT16","2000","55"
"CH01","2008","61"
"EL63","2011","73"
"UKI5","2007","148"
"UKH1","2009","513"
"ITC2","2008","1"
"ES13","1990","2"
"NL41","2014","81"
"BE10","2017","356"
"HU12","2013","8"
"ES13","2017","42"
"PL41","2016","106"
"FRL0","2015","51"
"UKF1","2005","23"
"HR05","2006","46"
"UKM6","2012","3"
"ITH5","1985","16"
"UKC1","2015","694"
"UKD7","2021","930"
"BE32","2009","5"
"DEE0","2011","9"
"PL61","2010","37"
"UKH1","2011","209"
"FRJ2","2005","100"
"UKF1","2012","202"
"UKD7","2014","77"
"UKL2","2011","81"
"SE31","2017","17"
"UKH3","2020","136"
"ITC3","2019","129"
"FRK1","2020","16"
"ES42","1990","39"
"FRF2","2008","5"
"DEE0","2015","24"
"AT31","2008","17"
"UKD4","2018","92"
"UKM8","1999","31"
"UKD7","1997","289"
"ITH3","1990","5"
"UKK1","2013","43"
"ITH3","2021","36"
"CH02","2015","3775"
"BE25","2021","61"
"EL63","2019","15"
"HR06","2020","20"
"IE06","2005","78"
"PT11","2004","72"
"FI19","2017","40"
"UKD3","1999","21"
"NL21","2021","33"
"CH04","2001","37"
"DEG0","2019","443"
"ES52","2014","33"
"FRF3","2016","45"
"ITI3","2011","6"
"ES12","2003","30"
"IE05","2014","32"
"UKH3","2013","256"
"DE91","2011","26"
"NO06","2013","39"
"CZ06","2018","83"
"DEG0","2003","7"
"DK04","2018","40"
"FRL0","2005","21"
"IE05","2017","49"
"SE22","2015","354"
"NL12","2019","10"
"NL31","2012","19"
"CZ05","2013","71"
"DEB1","2020","21"
"PL21","2018","431"
"ITC4","2016","164"
"HU33","2019","45"
"PL91","2014","50"
"EL30","2017","136"
"ITF2","2020","49"
"BE24","1992","8"
"SE31","2015","23"
"UKM7","2011","50"
"UKD7","2011","30"
"DED5","2010","46"
"FRJ2","2019","698"
"ITF6","2017","217"
"UKD7","1971","3"
"PL91","1986","15"
"SE22","1999","7"
"AT33","1998","11"
"PT11","2008","109"
"SI04","2017","45"
"DE27","2011","5"
"DEB3","2010","57"
"RO32","2021","15"
"ITH5","1982","1"
"UKL2","2021","168"
"FRE1","2012","389"
"UKE2","2015","43"
"PT18","2016","47"
"DEA2","1988","4"
"CZ01","2011","27"
"FI19","2007","7"
"CH07","2016","13"
"UKL2","2012","1019"
"DEA5","1996","4"
"DEG0","2020","139"
"CH05","2005","2"
"FRD1","2019","18"
"NO08","2012","36"
"HR05","2020","58"
"CH05","2020","22"
"DEA1","2020","73"
"ES21","2015","320"
"BE24","2002","722"
"ITH1","2013","151"
"UKM7","2006","29"
"FRG0","2017","343"
"FRK2","2007","226"
"EL30","2018","760"
"DEA3","2019","221"
"PL22","2013","10"
"UKC2","1995","9"
"NO0A","2021","69"
"NL31","2016","241"
"DEB3","1989","14"
"ES42","2005","16"
"UKH1","2003","55"
"PL22","2012","101"
"EL41","2003","1"
"FRB0","2008","308"
"PT30","2012","6"
"ITG1","2007","204"
"SE23","2012","61"
"DEB3","2004","11"
"ES12","2005","18"
"CZ03","1996","17"
"NO08","2014","42"
"PL71","2019","65"
"ITI1","2017","64"
"FI1D","2012","14"
"DE91","2015","48"
"ES22","2014","288"
"UKC1","2016","253"
"SE33","2017","313"
"IE05","2016","171"
"FR10","1989","146"
"NO09","2013","348"
"DEG0","2004","13"
"BE23","2002","7"
"UKJ2","2016","57"
"FRE1","2019","236"
"SE21","2020","70"
"BE24","2015","356"
"UKM8","2021","150"
"FR10","2005","44"
"IE05","2003","13"
"AT22","2018","2257"
"FRF3","2002","3"
"DEG0","2015","60"
"DE72","2011","769"
"ES51","1974","25"
"AT31","2005","11"
"NO02","2021","46"
"CH03","1987","1"
"NL33","2007","28"
"FI1B","2016","226"
"ES22","2020","202"
"UKD6","2017","16"
"ES41","2021","83"
"LU00","2017","601"
"UKE1","2017","49"
"FI1B","1991","13"
"UKK3","2021","274"
"PT11","2007","133"
"NO08","2018","2163"
"ES13","2016","14"
"LT01","1980","1"
"ES23","2015","19"
"FRG0","2019","95"
"BE25","2018","16"
"UKK1","2008","19"
"DE11","2000","7"
"FRI1","2016","37"
"FI1B","2013","40"
"FI1B","2008","14"
"EL54","2010","5"
"UKK4","2017","61"
"EL30","1978","4"
"FRK2","2002","98"
"DE13","2005","10"
"DK04","2020","253"
"UKH2","2004","37"
"UKL1","1998","9"
"ES52","2010","23"
"ES51","2012","189"
"SE12","2004","9"
"NL31","1977","2"
"ITF2","2008","5"
"ITH2","2014","8"
"ES61","2013","41"
"FRE1","2009","434"
"SE22","2021","50"
"DE72","1997","8"
"BE10","2016","142"
"FRJ1","2001","60"
"FRL0","2003","27"
"ITH3","2016","173"
"UKD1","2014","152"
"UKJ4","2018","27"
"NL41","2015","435"
"BE24","2011","44"
"IE06","2010","401"
"IS00","2017","29"
"CH02","2006","97"
"ES23","2017","19"
"NO06","2020","3274"
"PL62","2006","6"
"ES70","2017","1111"
"FRH0","1995","49"
"PT16","2006","32"
"ES70","2013","8"
"DE50","2014","483"
"DE72","2021","521"
"ES51","1998","137"
"EL43","2011","10"
"FRH0","2001","41"
"FRK2","2021","71"
"DEA2","2014","66"
"SE21","2004","97"
"UKG1","2021","48"
"FRJ1","2018","121"
"UKF1","2004","22"
"ES11","2003","19"
"ITH4","2014","293"
"BE33","2013","79"
"NO09","2017","61"
"UKC1","2011","11"
"RO42","2020","89"
"CY00","2017","42"
"FRJ1","2020","113"
"ITI4","2011","45"
"CH07","2015","15"
"DEA5","2000","9"
"RO32","2012","15"
"UKM8","1990","274"
"SK02","2017","22"
"DK03","1999","3"
"CZ02","1994","1"
"AT33","2003","4"
"DE73","2018","155"
"EL63","2006","32"
"ITF1","2019","121"
"NL42","2016","291"
"SE11","1989","5"
"FRI3","2015","10"
"CZ07","2007","9"
"NL42","2017","69"
"NO0A","2017","112"
"DE92","2012","229"
"UKE3","1995","7"
"NL33","2014","125"
"RO32","2003","22"
"CZ05","2019","438"
"CZ07","2015","614"
"UKK1","2007","25"
"UKK2","2023","5"
"DEG0","2008","11"
"HU11","2020","53"
"DE24","2021","18"
"HR03","2018","225"
"NL41","2017","68"
"CZ03","1974","1"
"RO21","2012","27"
"UKM8","2011","3474"
"NL42","2021","57"
"ES53","2020","28"
"ITI1","2016","51"
"NO0A","2016","162"
"PL52","2017","31"
"AT22","2014","256"
"ITH1","2014","33"
"DE60","2008","11"
"UKK2","2013","21"
"DE60","1979","1"
"ITF3","2022","5"
"UKE2","2020","817"
"DE72","1972","1"
"UKE1","2021","91"
"BE21","2015","761"
"DEG0","1999","4"
"NL33","2011","51"
"UKC2","1985","3"
"UKE3","2008","61"
"DE72","2018","201"
"ITC4","2011","27"
"UKG3","2019","703"
"UKE1","2011","9"
"NO09","2020","181"
"PT18","1990","1"
"BE21","2002","31"
"UKD4","2012","60"
"ITF3","2019","182"
"PT15","2008","4"
"ITI3","2019","29"
"ES43","2017","14"
"AT22","2020","119"
"DK03","2016","14"
"UKI5","2001","123"
"ITH3","2012","19"
"FRJ2","2010","39"
"CH02","2010","86"
"DE25","2019","848"
"SE11","1990","97"
"LT02","2019","16"
"BE22","2019","237"
"DK03","2019","28"
"UKK2","1993","71"
"PL52","1995","41"
"NL31","2013","801"
"NL33","1971","2"
"DEB2","1988","1"
"CZ05","2006","34"
"DEB3","2016","372"
"UKF1","1989","16"
"EL41","2020","11"
"BE24","2009","62"
"UKF3","2018","282"
"UKD4","2009","13"
"RO32","2018","1675"
"NL31","2003","27"
"UKE3","2012","217"
"DE94","2016","370"
"FRD1","2018","23"
"BE24","1989","3"
"DE12","2016","66"
"FRB0","2003","171"
"DE94","2015","137"
"DK04","2017","45"
"BG33","2014","15"
"ITC1","2014","43"
"BE10","2011","33"
"UKE3","2006","14"
"ES11","1996","28"
"FR10","1972","27"
"PL72","2021","25"
"UKK2","2016","41"
"PL82","2019","63"
"DE11","1999","7"
"DE11","1997","5"
"DEA4","2019","85"
"NL32","2005","28"
"HR05","2017","35"
"CY00","2021","36"
"DE91","2002","157"
"ITI1","2012","31"
"DE91","2003","97"
"DE11","2020","54"
"RO22","2015","4"
"UKI5","2006","75"
"NO08","1994","26"
"UKG3","2010","16"
"ES62","1999","7"
"UKG3","1998","248"
"DE40","2019","206"
"CH06","2017","12"
"DE50","2017","37"
"ITF3","2007","6"
"ITI3","2016","145"
"ES41","2014","23"
"UKD7","2012","34"
"UKM7","2010","43"
"ITI3","2012","55"
"DE71","2014","124"
"BE31","1996","13"
"BE24","2006","26"
"SK04","2000","1"
"FRL0","2009","231"
"FRL0","2007","46"
"DEG0","1993","1"
"EL63","1978","1"
"FRL0","2013","160"
"FRJ1","2015","49"
"UKK1","2021","35"
"ES52","2009","21"
"PT17","1998","4"
"FR10","2003","438"
"ES70","2011","13"
"ITI4","2015","64"
"FRJ2","2017","90"
"SE11","1993","5"
"DEB3","2014","53"
"CZ06","2017","55"
"FRJ2","2003","11"
"FRF1","2019","377"
"DK01","2002","10"
"EL30","2006","44"
"UKN0","2013","50"
"FRF1","2003","7"
"UKD3","1988","73"
"FRD1","2012","130"
"UKJ2","2012","590"
"ES43","1989","2"
"NO08","2021","1343"
"AT33","2016","78"
"EL43","2017","10"
"SE33","2015","85"
"DEG0","2010","10"
"SE21","2011","117"
"UKD6","2004","3"
"UKE4","1996","375"
"DED5","2014","18"
"RO11","2020","33"
"LU00","2021","646"
"ES43","2004","5"
"DE91","1979","1"
"DE91","2012","23"
"ITC1","2012","12"
"FRJ2","2012","22"
"RO32","2019","25"
"CH06","2019","241"
"ES41","2004","74"
"UKF1","2007","27"
"FRJ1","2017","42"
"AT33","2008","16"
"AT31","2012","17"
"EE00","2010","4"
"ES12","2020","26"
"CZ02","2009","5"
"CZ06","2016","96"
"FR10","2006","288"
"UKH1","1995","13"
"DE25","1976","1"
"ITI4","2008","65"
"ES11","2010","13"
"DED4","2021","64"
"CH03","2004","91"
"UKJ1","1981","18"
"EE00","2016","28"
"SE23","1993","1"
"DEB2","2018","127"
"FRB0","2006","24"
"ES13","2019","48"
"RO12","1998","4"
"FRC2","2017","11"
"NL22","1998","28"
"BE31","2017","73"
"DEB1","2017","5"
"ITF3","2021","76"
"RO32","2017","190"
"FRK1","1993","25"
"ES41","2016","178"
"DE71","2016","99"
"UKC2","2019","918"
"AT33","2017","29"
"ES70","2006","6"
"RO22","2014","9"
"NL31","1992","7"
"PL22","2000","18"
"ITG1","2013","24"
"SK03","1980","1"
"AT22","2015","94"
"ES22","2016","32"
"ITC3","2017","144"
"CZ01","2012","651"
"FRB0","2016","26"
"BE33","2020","27"
"PL72","2012","5"
"UKM6","1999","1"
"FI19","2013","49"
"DE30","2009","31"
"MT00","2010","9"
"ITI1","2010","17"
"AT12","2010","4"
"CZ03","2006","6"
"FRK2","2010","36"
"ES24","2020","132"
"EL30","2009","65"
"FRF1","1994","6"
"PL51","2007","15"
"SK01","2018","86"
"FRG0","1990","31"
"UKI5","1994","773"
"CH03","2016","59"
"ITH2","2019","43"
"CZ05","1996","4"
"UKC2","2012","114"
"UKJ4","1995","2"
"ITF1","2003","91"
"BG41","1985","21"
"ITF1","2017","25"
"DEA2","1984","2"
"LT02","2009","8"
"DE91","2016","459"
"SE23","2013","14"
"HR03","2006","19"
"EL63","2017","904"
"ITG1","2014","73"
"NL11","1993","2"
"FRI1","2018","242"
"IE05","2010","26"
"SK02","2012","10"
"UKE1","1994","23"
"UKJ2","1994","8"
"CH01","1993","76"
"UKL2","2016","43"
"DE40","2009","237"
"PL81","2019","20"
"ITH4","2005","64"
"DK03","2021","13"
"ES52","2002","23"
"BE32","2014","4"
"UKE4","2004","43"
"UKH3","2015","17"
"CY00","2007","39"
"SK01","2016","21"
"UKJ1","2011","823"
"SE21","2008","16"
"DEE0","2021","2081"
"ES24","2018","47"
"ITC4","2006","103"
"CH01","1985","2"
"ITF3","1997","3"
"EL30","2015","47"
"NL31","2017","57"
"BE23","1991","1"
"ES70","2015","51"
"ES42","2010","28"
"UKJ2","1986","7"
"CZ01","2008","1713"
"FRH0","2019","45"
"PT17","2008","80"
"UKH3","2008","17"
"NL21","1995","22"
"PL71","2016","174"
"LT01","2017","246"
"UKI5","1983","85"
"UKD1","2018","25"
"ES23","2018","27"
"DEC0","2020","33"
"UKN0","2014","1076"
"UKK1","1982","1"
"UKE3","1993","6"
"UKF1","1991","45"
"DE72","1985","2"
"UKJ3","1990","67"
"ES24","2017","42"
"UKK1","2005","71"
"PL22","2014","65"
"FRJ2","2020","307"
"UKM7","2015","181"
"LU00","2016","70"
"CY00","2009","12"
"UKE2","2012","54"
"FRL0","2010","26"
"NO06","2015","73"
"FI1D","2016","761"
"ES61","2011","103"
"BG41","1973","1"
"FRE1","2021","337"
"PT18","2004","41"
"NO09","2015","169"
"PL81","2012","32"
"FRF3","2005","7"
"FRI1","2013","43"
"DK01","1978","157"
"PT18","2017","195"
"UKG2","2012","8"
"DEA1","2021","160"
"ES41","2019","666"
"ES70","2016","16"
"BE31","2000","7"
"FI1B","2012","28"
"RO31","2016","4"
"AT12","2015","286"
"DE12","2005","12"
"DE21","1990","5"
"ES22","2012","10"
"NL31","2010","12"
"UKF3","1991","49"
"EL61","2016","25"
"SE31","1996","2"
"UKN0","2021","82"
"UKK2","2014","149"
"ITH3","2014","26"
"DE40","2014","26"
"SK01","2019","147"
"DE72","2003","6"
"PT16","1988","102"
"ITG1","2000","6"
"ITC3","2008","21"
"BE31","1980","2"
"UKJ3","2021","71"
"DE40","1995","5"
"CZ05","2020","309"
"UKM7","2008","28"
"FRE1","2015","68"
"BE24","2008","127"
"CH02","2020","353"
"PL52","2005","14"
"UKD3","2010","31"
"UKI5","1981","303"
"UKE1","2003","7"
"ITI4","1997","11"
"HU31","2017","23"
"DE12","1975","2"
"FRJ1","1992","6"
"CZ03","2019","23"
"DE30","1997","12"
"PL22","2001","35"
"DEA2","2010","65"
"FRF1","2017","45"
"DED4","2001","10"
"UKJ3","2015","52"
"DEE0","2016","515"
"FRB0","2004","21"
"UKK2","2018","614"
"UKE4","2008","23"
"FRF1","2016","157"
"CH01","1994","12"
"UKJ3","2013","423"
"AT22","2016","47"
"IE04","2018","269"
"PL63","1994","1"
"UKD7","1995","10"
"ITI4","2001","23"
"HU11","2004","22"
"FRE2","2015","67"
"DED4","2009","11"
"CY00","1997","85"
"FRG0","2011","18"
"UKG1","2012","138"
"UKC1","2013","85"
"SK02","2013","6"
"FRL0","2021","85"
"ES11","1988","9"
"PT18","2018","109"
"DE92","2017","34"
"ES22","2021","13"
"UKN0","2017","156"
"BG41","2017","81"
"BE25","2017","8"
"UKL1","2008","161"
"UKE3","1996","15"
"UKG3","1997","26"
"DK02","2019","44"
"UKL2","2001","101"
"PL41","2009","35"
"ES42","2003","32"
"DE14","2010","81"
"AT12","2019","257"
"FRJ2","2013","106"
"NL21","2017","161"
"PL72","2006","6"
"PL84","2017","8"
"AT13","2013","375"
"ES52","2001","49"
"EL54","2019","17"
"SI03","2007","3"
"CH02","2008","17"
"ITF4","1993","2"
"DK01","2009","93"
"SI04","2003","17"
"SE31","2006","5"
"DEA5","2011","21"
"ES61","2007","445"
"ES43","2016","14"
"DE30","2012","58"
"FR10","1996","61"
"BG32","2011","3"
"DEB1","2019","7"
"ITH2","2017","127"
"FRK2","2012","32"
"HU11","1973","1"
"NL21","2010","9"
"SE33","2010","11"
"UKD7","2006","18"
"NL33","2008","22"
"DK02","2004","13"
