"sender","year","count"
"BG34","1997","1"
"FR10","1984","8"
"BG42","1983","1"
"FRJ1","1973","2"
"ES62","1987","6"
"ES11","1999","29"
"FRD2","2008","16"
"UKJ4","1998","5"
"UKK2","2001","4"
"PL43","2007","1"
"PT16","1977","1"
"ITF2","1993","1"
"HU23","2005","6"
"CZ05","2001","1"
"RO42","2021","4"
"PT17","1990","1"
"ITG1","1996","2"
"DEA4","1986","59"
"ITH2","2003","1"
"DED4","2001","3"
"RO21","2011","5"
"ITF1","2007","25"
"DE27","2010","1"
"SE23","1999","8"
"FR10","1967","3"
"RO12","1982","10"
"BE33","2012","13"
"DE14","1975","1"
"DK03","1994","2"
"CZ01","1986","46"
"ITI1","1955","1"
"DE21","1986","17"
"FRC2","1996","5"
"CZ06","1989","1"
"UKC2","2007","23"
"ITC2","2020","3"
"FRI1","1978","2"
"NO06","2023","13"
"AT12","2001","1"
"ES22","2009","67"
"PL41","1977","1"
"UKE1","1996","28"
"BG33","2010","1"
"DED2","2003","17"
"NL12","2014","4"
"SK01","1988","1"
"DE14","1973","7"
"SI03","2020","21"
"EL63","2004","7"
"BE24","1985","4"
"PL91","1988","13"
"CH03","2007","109"
"FI1D","1997","12"
"SE11","1976","17"
"UKN0","1995","5"
"AT32","2005","1"
"PL42","1997","3"
"ITI1","1971","11"
"ITF2","2008","1"
"DE94","1992","1"
"ES61","1995","41"
"NL11","2007","62"
"RO21","1988","1"
"SE32","2008","8"
"UKD7","1992","7"
"RO12","2010","8"
"ITG1","2003","7"
"UKE1","2004","4"
"HU33","1992","2"
"AT31","2013","4"
"ES21","2007","57"
"BE21","2007","7"
"SE23","2000","4"
"EL53","2019","3"
"IE04","1974","1"
"NL12","1994","1"
"RO31","2016","2"
"NL31","1970","2"
"CZ07","2011","22"
"PL72","2017","4"
"ITG1","1993","16"
"DEF0","1983","2"
"PL21","1981","1"
"FI1B","1987","1"
"DE50","1996","4"
"ES62","2002","2"
"DE71","1996","53"
"PL21","1992","5"
"UKM5","1984","80"
"NL32","1995","41"
"ITF1","2003","1"
"DEA3","2008","5"
"HU21","2009","1"
"BE35","2014","4"
"PL51","2006","7"
"HR06","2020","4"
"DEA3","1986","21"
"ITG2","2012","3"
"DEB3","1981","1"
"UKJ3","1980","1"
"DE91","1989","6"
"BE24","1967","2"
"ITF1","2002","3"
"UKD7","1983","1"
"DED2","2001","2"
"UKN0","1997","9"
"UKM5","1979","1"
"LT02","2004","2"
"RO21","2021","1"
"HR03","2007","35"
"DEC0","2000","1"
"HU32","2001","1"
"ITC3","1999","3"
"AT13","1985","15"
"UKE1","1977","4"
"NL11","2022","2"
"EL52","2002","7"
"DK04","1983","3"
"IE04","1992","1"
"ES51","2025","1"
"SE23","2013","7"
"ITH1","2000","1"
"AT32","2009","3"
"PT30","2013","8"
"BE25","2013","4"
"NO02","2005","1"
"PL51","1979","2"
"RO22","1994","1"
"HU21","2016","4"
"FI1D","2004","9"
"UKM9","2014","48"
"SE33","2001","13"
"FRJ2","1980","1"
"ITC3","1994","6"
"HU12","2011","14"
"DK03","1995","13"
"ES41","1985","6"
"BE10","1985","22"
"PL22","1984","4"
"SI03","2002","1"
"EL53","2016","4"
"UKM7","1962","1"
"DK04","1985","1"
"UKF1","1964","1"
"IE06","1987","3"
"ITF6","1986","2"
"DK02","2001","2"
"UKM7","1966","2"
"SE12","1985","1"
"DED4","1998","1"
"PL72","2012","4"
"DEA2","1985","2"
"DK01","1987","1"
"ES21","1988","3"
"DE21","1972","1"
"CZ02","2012","3"
"HR02","2014","6"
"UKE2","1996","3"
"UKD3","2022","1"
"FRL0","1982","4"
"FRH0","1995","3"
"PL43","2002","3"
"ITF3","1968","1"
"HU32","2011","10"
"CY00","1997","1"
"PT11","1981","9"
"NO07","1997","1"
"DK05","1999","18"
"UKH1","1964","10"
"NL32","1996","31"
"NO0A","1990","1"
"ITF4","1988","13"
"PL63","1998","3"
"FR10","1971","3"
"EE00","1963","1"
"UKD4","1991","9"
"FRF2","2004","3"
"ES24","1989","1"
"FRJ2","1988","98"
"DE92","1992","1"
"RO21","1991","2"
"ITF6","2002","1"
"DE11","1985","1"
"PL63","2002","50"
"ITF4","2007","6"
"PL63","1999","5"
"NL42","1998","58"
"EE00","2009","31"
"RO41","1997","3"
"NL41","1984","1"
"CH02","1998","8"
"ES12","1988","2"
"HR06","2021","2"
"NL11","1980","11"
"DK02","2000","2"
"ITF1","2024","1"
"FRE1","1994","4"
"FRD1","2012","17"
"ES43","2005","2"
"UKF2","2014","3"
"AT22","2000","1"
"BE24","1989","11"
"ES64","2016","1"
"RO41","2007","5"
"UKF1","1983","1"
"RO22","2017","3"
"UKE3","1973","3"
"DK04","1973","1"
"HR02","2020","5"
"NL42","2005","17"
"BG32","2013","11"
"ITF1","1992","7"
"RO41","2004","1"
"AT33","2000","1"
"DEF0","1997","7"
"MT00","1991","1"
"PL91","1978","23"
"SE33","1988","1"
"CZ02","2011","1"
"AT33","2003","3"
"ES61","1996","29"
"DEB3","1986","1"
"DEB3","1982","1"
"UKE1","1988","1"
"FRK2","1991","11"
"CZ01","1995","28"
"UKI5","1954","2"
"AT22","1965","1"
"UKD7","1982","1"
"DEB2","2000","2"
"ITH2","2009","13"
"DE73","2007","2"
"RO41","2012","1"
"ES22","1973","1"
"SE22","1990","1"
"ITF4","1985","5"
"DE60","2022","4"
"ES41","1989","3"
"NO0A","2000","11"
"AT13","1970","1"
"UKG2","2003","19"
"ES30","1970","1"
"DEB3","2008","33"
"DE21","1980","2"
"CH04","1992","21"
"DE22","2013","1"
"SE23","2022","1"
"ES62","1989","2"
"NL32","1969","1"
"DK05","1987","1"
"RO31","2018","1"
"PL41","1993","3"
"ES53","2004","1"
"PL62","2003","7"
"FRF3","1986","5"
"UKN0","1967","2"
"UKE4","1972","1"
"PT18","2001","4"
"PL43","2013","3"
"SE21","1986","3"
"DE12","1975","3"
"ES70","2004","2"
"CZ08","1999","1"
"ITC3","1987","2"
"FRE2","1996","1"
"EE00","1991","1"
"PL71","1984","1"
"ES62","1998","7"
"PL41","1975","1"
"BG32","1989","1"
"PL84","2005","45"
"PL22","1974","1"
"EL30","1986","3"
"UKE1","1982","1"
"BG41","1978","1"
"DE14","1980","1"
"NL32","1987","1"
"BE35","2009","22"
"HU12","1982","2"
"BE25","2009","5"
"PL61","1984","1"
"ITH1","2010","3"
"UKC1","1987","1"
"DE25","1975","1"
"CZ03","1993","1"
"NL11","1973","1"
"ES51","1983","2"
"SE12","1966","7"
"LT02","2001","31"
"BG34","2012","2"
"UKE1","1983","1"
"DE50","2004","4"
"SI04","1984","2"
"FRE2","2003","7"
"RO11","1991","1"
"FRK2","1972","2"
"NL11","1990","6"
"ITF4","1999","3"
"NL21","2006","7"
"DE23","2021","46"
"BE31","1986","1"
"SK02","2011","3"
"NO06","1987","2"
"UKM5","1998","8"
"EL52","1997","1"
"BE31","1993","2"
"ITG1","1991","2"
"DE22","2012","3"
"ES12","2005","2"
"UKH2","1996","1"
"DE60","1983","1"
"RO22","2015","10"
"ES24","2005","5"
"EL51","2001","1"
"ES70","1995","2"
"UKJ3","1977","1"
"ES12","1990","5"
"FI19","2002","10"
"LU00","2008","1"
"NO07","2004","16"
"ITC3","2001","4"
"NL11","1978","1"
"UKG1","1983","3"
"BE35","2013","3"
"UKJ4","2005","148"
"HU31","2012","13"
"HU11","2022","4"
"UKJ4","1982","1"
"DE13","1982","4"
"UKM8","1985","11"
"SI03","1997","1"
"ITI3","2005","4"
"PL91","2023","3"
"EL43","2001","14"
"BG42","2016","10"
"FRE2","2006","9"
"BE25","2015","76"
"ITF4","2003","3"
"FRH0","1989","5"
"ES41","2024","1"
"IE05","1996","25"
"ITF6","1995","1"
"PL92","2006","1"
"LT02","2016","41"
"UKE4","1988","11"
"NL12","2011","3"
"CZ07","1992","2"
"DEA4","1992","1"
"RO11","1998","12"
"ITC2","2010","1"
"UKG3","1973","5"
"ES51","1994","8"
"EL65","2020","4"
"HU22","2010","1"
"ITF5","2021","3"
"PL43","2005","2"
"PL63","1995","17"
"UKD6","2000","2"
"UKE1","1995","3"
"SK04","2000","1"
"BE33","1997","7"
"UKD6","2001","1"
"UKJ4","2008","5"
"DE27","2012","3"
"DEE0","1986","1"
"HU22","2013","2"
"BG33","2009","6"
"HR03","2013","11"
"ITI3","2000","3"
"DE25","1995","6"
"DK05","1988","1"
"DE13","1989","2"
"FI1C","1995","5"
"BE35","2006","1"
"UKH2","1992","9"
"UKD6","2007","1"
"EL52","1986","1"
"DE91","1969","3"
"DE92","1995","9"
"AT34","2018","4"
"FI1C","2002","4"
"BG31","2013","1"
"FRI1","1987","3"
"UKM8","1991","10"
"ITC1","1975","2"
"ES43","1983","32"
"UKM6","2014","1"
"PL92","2000","1"
"PL82","2012","34"
"DED5","1997","1"
"RO32","1993","9"
"DEG0","1992","25"
"DE71","2022","1"
"SK01","1994","1"
"DE14","1987","11"
"DE71","2001","9"
"AT32","1986","14"
"DEA5","1988","1"
"DEA3","1988","3"
"UKC2","1993","21"
"NL32","1980","7"
"ES51","1985","1"
"PL92","1997","3"
"FRF3","1990","2"
"ITC1","1971","1"
"AT33","2001","7"
"UKE3","1965","1"
"CH04","1973","2"
"DE60","2001","34"
"NL23","2008","3"
"FRI2","2002","1"
"RO42","2004","4"
"UKH2","1987","1"
"ITF4","2000","7"
"RO22","2013","3"
"UKN0","1998","4"
"ITG1","1990","10"
"PL72","2021","5"
"HR03","2003","3"
"FRI1","1985","1"
"BE21","1999","4"
"UKL1","1990","4"
"NL31","1992","2"
"UKE3","1978","4"
"CZ04","2015","6"
"BE33","1990","1"
"UKN0","2001","4"
"AT32","2002","1"
"SK03","2004","1"
"BE21","1990","14"
"AT22","2006","4"
"ES52","1965","1"
"SK02","1980","1"
"FRI3","2004","4"
"NL41","1988","1"
"UKI5","2023","3"
"UKJ4","1989","9"
"ITI3","1985","2"
"RO22","2000","2"
"ITF4","2008","5"
"FRI3","1982","1"
"DE12","1986","3"
"UKD3","1956","1"
"DK01","1975","1"
"DE12","1984","1"
"PT16","1967","1"
"EL61","2011","1"
"FRC1","2005","7"
"ITI2","2019","1"
"LT01","2001","2"
"ITG2","2010","3"
"DEC0","2006","17"
"BG33","2017","91"
"FRH0","1997","58"
"DE25","1987","1"
"EE00","1986","1"
"ES41","1981","3"
"UKM8","2024","1"
"DED2","1991","63"
"ITC3","1968","1"
"DE24","1999","8"
"BG33","2005","4"
"UKN0","1990","5"
"CZ02","2014","2"
"UKH3","1972","1"
"UKL2","1990","3"
"BG42","1985","1"
"LI00","2011","1"
"DEB3","1991","1"
"PL21","1987","13"
"ITF5","1997","1"
"AT34","2013","1"
"IE05","1994","5"
"ITC1","1978","1"
"NL33","1977","1"
"IE05","1970","1"
"FRE1","2004","8"
"FRG0","1998","4"
"ES70","2001","2"
"RO42","1975","1"
"CZ04","2017","5"
"SE11","1982","15"
"FI1B","1988","1"
"ITH4","1998","43"
"ES24","1988","7"
"DE24","1994","10"
"PT18","1988","1"
"SI03","2013","11"
"NO0A","1998","4"
"CZ07","1987","1"
"EE00","2002","1"
"ES12","1999","5"
"ES13","1992","4"
"FRK2","1975","5"
"NL21","1992","1"
"BE10","1983","2"
"BG42","1990","1"
"SK01","1995","1"
"CZ06","1988","3"
"DE71","1984","3"
"AT13","1989","9"
"DE26","2006","37"
"FRE1","1997","14"
"UKD7","1987","25"
"RO42","1991","1"
"RO32","1981","1"
"UKL2","1977","2"
"EL62","2007","1"
"DEB3","1987","1"
"DEA1","1994","3"
"UKG3","1964","6"
"DEA3","2010","5"
"ITC4","1960","1"
"LV00","1989","1"
"UKJ4","1980","1"
"DEA1","1997","17"
"PL43","2017","2"
"BE33","1987","10"
"DE11","1986","1"
"DED4","1988","1"
"DEA5","1996","3"
"DE91","2006","10"
"EL30","1969","1"
"BE32","2009","1"
"ITF1","1995","1"
"DK02","1976","1"
"DE12","1994","85"
"PT30","1972","1"
"UKE1","1992","13"
"ITH5","1976","2"
"BE32","2010","1"
"PL91","1981","49"
"NL32","1975","1"
"HU11","1986","6"
"ITI3","1998","3"
"HU23","1985","1"
"RO31","2020","2"
"AT31","1999","10"
"PL92","1995","5"
"PL41","1984","1"
"HR03","2009","7"
"FRH0","1987","7"
"UKK4","1995","1"
"ES30","1971","1"
"DEG0","2002","17"
"DE73","2009","36"
"DEA2","1996","46"
"PL62","1993","1"
"ITF1","1994","2"
"BG32","2011","2"
"BE34","2011","1"
"FRD2","1974","1"
"FRE2","1998","2"
"PL71","1992","1"
"DEA5","1983","1"
"NL33","1986","1"
"HU11","1967","1"
"BE21","1995","1"
"DEB3","1995","5"
"DK05","2000","2"
"DE73","2004","1"
"PL22","1981","1"
"HU33","2011","11"
"EL53","2013","29"
"ITI4","1970","2"
"LT02","2010","34"
"BE33","1991","1"
"ITG2","1980","1"
"ES70","1999","7"
"DE73","2000","17"
"EE00","2010","18"
"UKD7","1975","7"
"HU32","2003","1"
"DEB1","2021","5"
"ES43","1995","1"
"LV00","1990","2"
"CZ07","1993","1"
"EL51","2004","1"
"UKK4","1976","1"
"RO42","2010","3"
"FRE1","1976","1"
"DE72","1987","4"
"UKF2","2017","5"
"BE23","1975","1"
"LV00","2013","21"
"NL21","1990","9"
"ITG1","1988","4"
"UKI5","1975","9"
"DE60","1981","2"
"ITH1","1999","1"
"BE31","1989","4"
"LT02","2005","1"
"DE80","1974","1"
"UKD3","1971","5"
"BE33","1974","1"
"CZ06","1996","5"
"DE24","2007","5"
"NO02","2016","2"
"BE25","2006","1"
"DE72","1990","34"
"PL41","1995","1"
"NL12","2012","1"
"UKL2","1986","2"
"CZ05","2007","3"
"ITG1","1979","1"
"DE80","2002","1"
"FRD2","2000","1"
"PL22","1998","1"
"BE10","1992","11"
"FRI3","1992","5"
"UKJ1","1967","5"
"DE94","1994","2"
"UKC2","1985","21"
"UKD7","1985","4"
"UKM9","2013","2"
"ES42","1988","1"
"HU11","1983","1"
"NL33","1981","7"
"ES11","1989","1"
"DE72","1981","1"
"DED5","1989","1"
"SI03","1990","35"
"FR10","1966","7"
"RO32","1991","5"
"ES70","1990","3"
"PL72","2014","5"
"DE40","2001","3"
"CZ01","1985","2"
"ITF5","2012","21"
"ES12","1987","1"
"FR10","2023","1"
"DE21","1988","3"
"NO0B","2009","1"
"UKG1","1988","21"
"PL92","1984","1"
"RO32","1990","21"
"DED5","2000","3"
"PL43","2003","11"
"SK02","1987","1"
"EL65","2013","10"
"HU23","2021","5"
"DE13","1980","1"
"IS00","1984","1"
"EL43","1999","2"
"CZ08","2009","5"
"UKI5","1967","1"
"UKL1","1984","1"
"FRB0","2008","44"
"DE23","2010","3"
"NL22","1990","5"
"CY00","1991","2"
"DK05","2001","3"
"BE31","1976","1"
"DEB1","2005","1"
"DK03","2009","13"
"ITH3","1975","1"
"PT17","1993","2"
"UKK2","2022","1"
"FRK2","1985","3"
"DED2","1999","10"
"DEA2","1975","4"
"UKK3","2014","5"
"CH02","1967","2"
"PL22","1996","5"
"UKL1","1986","7"
"FR10","1972","7"
"SK01","1976","1"
"SK01","1963","1"
"ITH5","1981","1"
"AT31","1994","2"
"SE22","1985","7"
"AT33","1996","1"
"DED2","1981","1"
"UKJ3","2029","1"
"NO07","2002","8"
"RO22","1997","3"
"UKE3","1987","5"
"ITF2","2006","2"
"SE33","2004","3"
"UKL2","1996","4"
"PL61","1992","1"
"NL12","2017","3"
"BG34","2006","1"
"NL33","2022","1"
"EL43","1991","14"
"DE24","2002","1"
"EL30","1982","2"
"DK05","2012","8"
"ITI1","1985","1"
"ES42","1999","1"
"DK01","1960","1"
"LI00","2008","13"
"ITH3","2024","1"
"UKJ4","1991","7"
"PL42","1977","1"
"UKL1","1973","1"
"HR05","1997","70"
"ITF5","2016","1"
"PT20","2013","3"
"FRK2","1980","1"
"BE24","1990","1"
"NL13","2020","9"
"ES42","2002","1"
"PT15","1999","1"
"ES42","1996","4"
"CH02","1979","1"
"EL52","1984","3"
"PL43","2016","7"
"SE33","1998","5"
"ITC2","2015","1"
"DE14","1984","1"
"BE23","2007","9"
"ITH4","1989","1"
"PL71","2001","5"
"BE25","2007","1"
"FRE2","1994","2"
"ITF6","2001","6"
"DK01","1977","3"
"AT22","1992","1"
"SE22","1982","2"
"DEA5","1997","5"
"ITC3","1995","1"
"IE06","1971","2"
"HU32","2008","2"
"UKD1","2008","1"
"PT30","2005","3"
"UKK3","2009","1"
"FRG0","1992","3"
"DE12","2026","1"
"UKD3","1972","1"
"EL51","1999","1"
"DK02","2006","7"
"CZ03","2004","4"
"CH02","1977","1"
"UKM7","1986","7"
"ES52","1982","1"
"PT16","1970","3"
"EL51","2014","18"
"PL71","1986","1"
"SE11","1975","13"
"SE21","1971","1"
"FRD1","1999","1"
"ITH4","1999","3"
"BE10","1974","2"
"NO0B","2018","1"
"EL62","2011","1"
"SE21","1985","1"
"DE25","1985","5"
"SK04","2011","9"
"NL11","1983","2"
"UKK1","1971","1"
"DE25","1993","4"
"ITC3","2004","9"
"FRF3","1980","1"
"FRK2","1976","1"
"EL63","2005","11"
"FRB0","1993","1"
"HU23","2010","13"
"DE91","1984","1"
"ITI1","1978","3"
"BE21","2008","13"
"PL42","2005","4"
"ES64","2014","1"
"AT31","2012","14"
"DEE0","1993","1"
"EL54","2021","8"
"ES24","2000","25"
"AT13","1994","5"
"SE23","1997","1"
"UKG1","1977","5"
"FRD2","1972","1"
"DEB1","2018","29"
"DE22","2015","4"
"UKL2","2003","5"
"CH02","1997","1"
"BE10","1981","3"
"PT11","1980","1"
"DE71","1995","3"
"FRD1","2006","19"
"DEF0","1991","1"
"PT20","2001","1"
"HU11","1977","10"
"BE24","1986","33"
"UKM7","1970","2"
"PL71","1997","1"
"ES42","2000","3"
"IE05","1987","1"
"ES62","2004","4"
"UKN0","2024","1"
"SI04","1993","13"
"PT30","2001","1"
"RO31","1996","4"
"FI1C","2003","18"
"NL31","2023","2"
"UKH3","1982","1"
"UKK1","1991","7"
"SE23","1963","1"
"AT21","2007","1"
"CZ07","1978","1"
"ITH1","2006","1"
"FRK1","1988","9"
"DED2","1984","1"
"UKN0","1970","4"
"NL31","1983","9"
"ES12","1984","1"
"SE12","1977","5"
"NO02","2000","1"
"BE24","1977","1"
"AT12","1998","1"
"UKM7","1982","3"
"ES22","1979","1"
"SE31","2002","3"
"ITC2","2018","1"
"DED5","1985","1"
"UKF1","1979","7"
"UKK1","1975","5"
"HU11","1985","1"
"EL41","1992","1"
"BE22","1991","1"
"UKF1","1972","1"
"FI1D","2003","15"
"UKE1","1975","1"
"UKE1","2006","3"
"FRC2","1993","2"
"HU22","2021","3"
"ITI3","2010","73"
"PL41","1974","1"
"DE91","1982","14"
"UKH3","1993","67"
"DE73","2022","1"
"ES53","2014","10"
"HR03","1998","3"
"BG33","2021","65"
"UKJ3","1963","1"
"BG42","1986","1"
"DEG0","1982","1"
"HU32","1990","1"
"DE24","1992","4"
"SK01","1999","5"
"CZ01","1999","4"
"NO02","2008","1"
"NO08","1997","1"
"DK01","2024","1"
"AT33","1994","3"
"MT00","1993","1"
"UKM8","1981","7"
"CZ01","1983","5"
"EL54","1989","1"
"UKK2","1959","1"
"AT34","2017","1"
"PL22","1992","1"
"DE14","1971","2"
"DE72","1993","26"
"UKC1","1991","5"
"FRL0","2023","1"
"NO09","2000","1"
"ITC1","2000","4"
"BE33","1984","1"
"ITI2","2020","1"
"UKF1","2024","2"
"FRF3","1995","6"
"ES61","1973","1"
"FI19","1991","3"
"EL43","2000","8"
"DE80","1986","1"
"PL21","1982","5"
"UKM8","1970","2"
"FRI3","2002","7"
"DE30","1981","1"
"NL31","1986","4"
"PL72","2010","6"
"RO32","1968","3"
"UKK1","1985","14"
"DED2","1994","16"
"PL84","2003","2"
"FRJ2","1989","3"
"CH06","2004","1"
"DE23","2002","3"
"BE10","2024","16"
"DE30","1988","3"
"NL31","2022","1"
"ITF6","2004","2"
"NL21","1988","1"
"UKE3","1988","5"
"CZ06","1986","13"
"DEA5","1998","7"
"UKG1","1982","3"
"NL41","1982","1"
"DEC0","1985","1"
"DE60","1988","12"
"FRF2","2002","2"
"UKG2","1969","1"
"DE23","1995","1"
"PL51","1994","1"
"UKE3","1991","7"
"HU11","1994","9"
"FI1D","2001","3"
"UKJ1","1970","3"
"NO02","2004","1"
"BE23","1971","1"
"EL30","1976","2"
"PL91","1976","2"
"IS00","1991","1"
"EL53","2021","1"
"FRK1","1991","1"
"PL42","1998","69"
"ITG2","1994","3"
"SE21","1983","1"
"BE34","2019","2"
"NO0A","1989","1"
"PT11","1987","1"
"ITC4","1979","7"
"DED5","1984","3"
"HU31","2001","1"
"FRC2","1981","1"
"EL51","2009","1"
"DEF0","1966","1"
"RO31","2017","1"
"FRC1","2004","3"
"ES61","2024","1"
"UKE3","1976","2"
"DE21","1971","7"
"PL92","2010","1"
"UKK2","1994","25"
"UKK4","1996","4"
"AT31","2001","3"
"UKG3","1977","1"
"UKD1","2003","6"
"FRL0","2022","13"
"HU12","1994","1"
"FRK1","2001","1"
"LV00","2010","4"
"EL52","1975","1"
"SI04","2001","4"
"DEA3","2001","1"
"BE33","1998","3"
"UKH3","1983","3"
"RO12","2000","2"
"NL21","1968","1"
"BE22","2010","4"
"AT32","1992","2"
"DEE0","1992","1"
"PT30","2004","2"
"ES64","1999","1"
"BE32","2003","1"
"PL82","2003","1"
"CZ01","1979","7"
"CH02","1974","2"
"ITI4","1977","7"
"PT16","1985","7"
"DE72","1992","17"
"FI1B","1973","1"
"SK01","2000","2"
"DEF0","1995","5"
"UKK2","1997","13"
"UKC2","2024","1"
"HR06","2004","1"
"BG42","1989","1"
"DEA5","1989","16"
"FI19","1984","1"
"NO0B","2015","5"
"BG32","1985","3"
"DEC0","2022","1"
"UKC2","1990","4"
"UKI5","2022","1"
"ITG1","1998","16"
"RO31","2021","7"
"NO08","1983","1"
"FRD1","1986","1"
"EL63","1993","1"
"PL22","1982","1"
"PL81","1986","1"
"SE33","1991","44"
"PL22","1995","1"
"SK01","1987","43"
"SK01","1990","1"
"BE35","1999","16"
"PL81","1995","1"
"NO08","1993","1"
"PL72","1995","1"
"PL41","1997","5"
"ITI4","1984","6"
"DEB1","2002","1"
"ITH3","2022","6"
"UKH1","2022","5"
"RO42","1995","2"
"FRH0","2022","1"
"ITH3","1981","2"
"BE24","1974","1"
"EL43","1982","1"
"UKM7","2023","1"
"LT02","2013","12"
"CZ06","1979","1"
"PL84","2006","1"
"UKD6","1965","1"
"CY00","2007","13"
"PT30","2007","21"
"DK02","2005","3"
"NO06","1990","3"
"PL51","1971","1"
"PL41","1987","3"
"DE80","2010","4"
"ITF5","2020","5"
"DEA5","2003","4"
"DE22","2018","3"
"FR10","1965","9"
"CZ05","2003","3"
"FRD2","1979","1"
"DE80","1998","9"
"NL11","2005","2"
"DK04","1975","1"
"ES23","2006","1"
"DK02","1998","6"
"FRD2","2002","2"
"UKG3","2026","1"
"DE27","1995","1"
"UKM7","1978","15"
"CH02","1970","1"
"PL91","1972","1"
"PL21","2023","2"
"PT20","1991","1"
"UKE3","1970","1"
"UKG2","1998","4"
"PL71","1977","1"
"DE92","2007","6"
"DE40","2000","5"
"FRD1","2007","3"
"DE27","1996","1"
"DEA3","2006","2"
"CH02","1993","7"
"PL71","1993","1"
"SE31","2006","2"
"FRL0","1986","3"
"DE60","1987","1"
"FRI1","1986","1"
"ITC3","1984","1"
"ITC1","1989","3"
"NL31","1987","3"
"NO09","2006","3"
"CZ02","1991","1"
"BG33","2001","1"
"PT16","1976","4"
"PL84","1997","1"
"DED4","1997","2"
"DE25","2007","17"
"CZ06","2000","7"
"EL52","1983","1"
"HU22","2004","1"
"UKH1","1966","7"
"FI1C","2023","4"
"DK04","1982","2"
"ES51","1978","1"
"UKL1","1988","21"
"UKJ2","1994","4"
"DK04","1989","1"
"ITC1","1987","1"
"FRC1","2003","3"
"IE05","2024","1"
"PL41","2023","1"
"FRI2","2010","7"
"UKG3","1967","1"
"AT22","1984","1"
"UKH3","1988","5"
"UKM5","1974","1"
"FRE1","1992","1"
"UKL2","1985","3"
"NL31","1980","1"
"DEA2","1991","15"
"UKC1","1976","6"
"UKE1","1990","1"
"RO11","2000","85"
"DE22","1997","1"
"UKK4","1990","1"
"HR06","1992","1"
"DE23","1980","1"
"BG42","2009","3"
"UKK4","1980","4"
"UKJ3","1975","1"
"ITI1","2024","1"
"RO12","2007","4"
"FRI3","1991","2"
"PT15","2004","3"
"ES62","1988","1"
"ITF4","1986","1"
"ITF6","1994","5"
"EL62","2019","1"
"AT13","1978","2"
"FRD2","2007","1"
"UKH2","2005","14"
"DE60","1973","1"
"FRC1","2006","3"
"LU00","2004","1"
"PT16","1961","1"
"ES61","1985","3"
"ES22","1986","1"
"RO31","1990","1"
"DE25","1991","2"
"UKE3","1984","1"
"BG42","2020","3"
"DEA1","1987","1"
"IE05","1990","3"
"HR05","1989","22"
"PT11","1966","1"
"DEA2","1982","3"
"CZ01","1987","1"
"PT11","1982","15"
"PT30","2011","1"
"EL62","2009","11"
"RO21","2003","3"
"ITH4","1987","3"
"DE30","2023","1"
"NO08","1975","1"
"IE06","1975","1"
"EL52","1998","11"
"BG41","1985","2"
"FRI3","2000","2"
"UKN0","1989","7"
"PL52","2000","2"
"ITF5","2010","1"
"PL21","1974","1"
"LT01","1986","1"
"ES42","2001","4"
"FRF1","1987","3"
"HU22","1993","10"
"NL21","1996","7"
"PL21","1993","2"
"FRJ1","1981","1"
"DE23","2000","1"
"DEA5","1984","1"
"UKF2","2015","1"
"EL51","2007","10"
"ES22","1994","2"
"UKF3","2003","3"
"PT11","1976","1"
"IE04","1994","23"
"BE22","1999","3"
"BE31","1994","6"
"PL52","1994","1"
"ITH4","1975","1"
"HU33","2014","43"
"UKG1","1989","5"
"ITC1","1991","24"
"DE91","1981","7"
"ES21","1972","1"
"ITI3","1978","1"
"BG32","2018","9"
"CH01","1986","2"
"PL91","1991","4"
"SK01","1977","1"
"SE11","1983","1"
"FI1B","1990","1"
"LV00","1982","1"
"EL51","2021","6"
"IE05","1995","3"
"EL63","1997","2"
"HU21","2010","3"
"DE13","1983","11"
"DEA3","1985","1"
"UKJ4","1968","1"
"UKJ2","1964","1"
"SE32","2000","1"
"NL21","1991","1"
"UKG1","1985","7"
"UKG1","1984","1"
"DE92","1991","2"
"LU00","2002","1"
"UKE2","1990","4"
"BG33","2004","1"
"FRB0","1995","1"
"FRF1","1986","16"
"LI00","2007","1"
"PL52","2002","1"
"NL22","1984","1"
"HU11","1969","1"
"BE33","1999","3"
"FRL0","1976","1"
"BE21","2001","1"
"UKM6","2005","1"
"UKG2","1999","3"
"CH03","1990","15"
"UKJ3","1972","4"
"ES22","1987","11"
"BE23","1991","1"
"BE10","1984","6"
"DE94","1993","1"
"FRI2","2006","2"
"SI04","1979","1"
"HR06","2009","1"
"EL51","2008","6"
"DEA5","2022","2"
"FRF1","1983","2"
"SE21","2025","1"
"NL13","1999","1"
"DE23","1998","27"
"MT00","2002","3"
"UKJ3","1979","17"
"UKN0","1982","1"
"DE80","2000","19"
"CZ06","1964","1"
"DEA2","1989","13"
"FRI3","2005","2"
"EL61","2006","1"
"NL11","1998","26"
"NL31","1982","17"
"SK02","2008","3"
"BE35","2024","1"
"HR06","2017","3"
"DEB3","2002","5"
"SE22","1995","4"
"ITH2","2013","23"
"SK01","1991","1"
"UKD3","1980","2"
"BE34","2020","1"
"UKJ3","1968","6"
"NO06","2005","23"
"DE73","2005","24"
"DE80","1992","2"
"PL72","2015","12"
"ES41","1982","4"
"UKM8","1971","1"
"DED4","2005","2"
"NO0B","2005","1"
"HU22","2008","1"
"AT31","1997","1"
"ITH3","1994","31"
"UKH1","1960","5"
"UKG2","1979","1"
