"sender","receiver","year","count"
"FRF3","IR","1985","1"
"NG","UKM5","2018","7"
"ES30","ES11","1992","2"
"PK","AU","2006","1"
"CL","FR","2010","1"
"IQ","UKE4","2014","8"
"ITF6","CH03","2009","1"
"SE11","SE32","2019","4"
"UKG1","FR10","2014","1"
"FRF3","IE05","2018","1"
"FI1C","SE12","2018","3"
"FRG0","US","2017","4"
"UKI5","KR","2021","6"
"FRK2","BE10","2018","6"
"FR10","RU","2014","6"
"CH01","DE12","2020","5"
"PT16","PT11","2018","148"
"AT22","RU","2001","1"
"ES51","PY","2019","1"
"UKI5","UKG3","2014","9"
"ES51","EC","2018","14"
"CO","ES41","2006","7"
"CA","UKI5","2017","13"
"DED2","US","2015","1"
"ES13","ES30","2004","1"
"PT16","ES30","2018","12"
"MX","FRL0","2020","1"
"PL81","PL21","2019","4"
"ES51","ES11","2011","3"
"SE21","DE21","2016","2"
"NL22","UKI5","2023","1"
"FRJ1","ID","2020","1"
"UKK2","EL30","2000","1"
"OM","UKK4","2003","1"
"BR","UKJ1","1998","2"
"CH03","ES30","2009","1"
"MX","ES23","2019","5"
"ES52","ES51","2015","18"
"US","ES51","2019","48"
"KR","IE05","2019","2"
"PL92","PL81","2002","1"
"FRH0","FR10","2007","5"
"CH07","ITC1","2020","1"
"DEA5","AT22","2007","1"
"UKL2","UKJ2","1992","1"
"CH04","UKI5","2019","6"
"ITI1","PT11","2015","1"
"PT11","PT15","2020","10"
"GB","UKK1","2016","7"
"UKH1","UKE3","2019","8"
"UKJ1","QA","2016","2"
"PL41","PL42","2014","5"
"DE30","DED2","2009","2"
"PL61","PL41","2018","3"
"CN","UKI5","2020","39"
"UKI5","UKD7","2013","9"
"AT33","AT13","2019","9"
"IE06","IE05","2004","4"
"NG","UKM8","2019","3"
"ITC1","DE60","2018","1"
"BR","PT16","2020","109"
"UKE4","UKH1","2018","7"
"NL31","US","2015","6"
"UKI5","ID","2018","10"
"UKD3","AU","2014","5"
"UKI5","UKJ2","2020","44"
"DE11","DE23","1988","1"
"UKF1","MX","2019","1"
"UKM5","UKM6","1996","1"
"ITI4","ES30","2010","2"
"ES30","ES42","2019","25"
"NL32","NL21","2018","5"
"BR","PT16","2017","213"
"UKJ1","NZ","1999","1"
"DE","CA","2018","1"
"US","FRJ2","2016","5"
"ES53","ES51","2020","7"
"DE21","ITH4","2018","2"
"US","DEE0","2017","5"
"ITI4","CH01","2000","1"
"ITI4","QA","2014","2"
"SG","US","2021","8"
"PE","UKC1","2021","1"
"FR10","BR","1994","7"
"DE60","DE91","2021","2"
"AT13","NL11","2019","3"
"IN","NL42","2019","3"
"ES61","BR","2018","15"
"UKI5","UKH3","2018","11"
"SE33","IR","2018","1"
"NL33","BE24","2017","3"
"ES30","EC","2011","4"
"UKH1","AU","2009","5"
"CH04","CH02","2017","12"
"DE","DE60","2016","4"
"ITH2","US","2018","5"
"ES23","ES30","2002","1"
"UKD3","UKF1","2009","2"
"DE","DEF0","2013","3"
"AT33","DE60","2020","1"
"DEB3","US","2009","3"
"BR","DE25","2021","2"
"NL42","NL11","2016","2"
"SE22","DK01","2018","13"
"IN","SE11","2018","21"
"CN","CH04","2018","17"
"NL32","NL22","2017","20"
"FRC2","FRF1","2018","2"
"UKI5","DEA2","2015","2"
"EL43","US","2013","1"
"RU","FRK2","1999","2"
"ITC3","ITF4","2018","1"
"LV00","DK01","2007","1"
"ES30","DE60","2020","3"
"UKF1","UKH1","2016","10"
"PL71","PL91","2019","16"
"FR10","FRL0","2018","30"
"NL31","NL21","1998","1"
"SE11","AU","2008","1"
"NL22","EC","2016","2"
"UKH1","JP","2012","2"
"DE","DEA2","2018","10"
"US","ES51","2015","20"
"DE24","ITH4","2019","2"
"US","DE30","2020","37"
"CH04","ZA","2017","3"
"UKK1","UKJ1","2000","3"
"DEA1","CA","2018","4"
"UKF3","UKJ2","2009","1"
"UKC2","AU","2009","2"
"EL43","EL30","2019","9"
"BR","PT16","2008","8"
"ITH3","PT16","2021","3"
"SE21","AU","2018","7"
"BR","UKH1","2019","5"
"UKI5","UKJ1","2001","7"
"UA","CZ01","2019","5"
"DE30","DEB3","2020","3"
"BE23","US","2018","10"
"UKC2","SA","2016","1"
"ITF4","DK01","2013","1"
"BE10","AU","2015","2"
"AR","FR10","2004","1"
"US","ES51","2014","16"
"AU","SE12","2009","2"
"ITF3","ITF4","1992","3"
"UKJ1","DE21","2020","2"
"CO","ES30","2016","43"
"UKM7","UKC2","2002","1"
"FRK2","BR","2019","14"
"PT16","PT20","2015","7"
"UKE4","UKD7","2015","1"
"DE14","US","2015","8"
"UKK4","DE21","2021","1"
"CY00","TR","2016","15"
"ITC1","CN","2018","2"
"AU","DE91","2018","2"
"FI1B","SE11","2017","6"
"NL32","RU","2010","1"
"DEE0","DE92","2014","2"
"NL23","DED5","2018","1"
"AU","NL32","2019","7"
"NL32","ZA","2014","3"
"UKM7","CA","2013","6"
"DE13","JP","2018","2"
"DK01","DK04","2001","2"
"UKD7","US","2003","2"
"SE11","SE12","2005","4"
"US","CH03","2015","16"
"UKH1","UKK1","2004","1"
"UKI5","UKM5","2020","2"
"CH04","US","2019","53"
"PL91","PL41","2017","7"
"US","IR","2013","1"
"FRL0","AE","2020","2"
"US","NL11","2018","9"
"DE71","AU","2018","4"
"RU","BG41","2010","2"
"PL91","PL51","2014","10"
"ES52","ES61","2019","15"
"FI","SI04","2020","1"
"CH04","DE25","2018","2"
"PL71","PL82","2020","1"
"UKH3","AE","2014","1"
"SE12","SE11","2007","7"
"UKE4","UKJ1","2016","8"
"UKJ1","UKG1","2019","24"
"CH01","US","2012","8"
"NL33","ID","2021","3"
"NL33","DEA2","2017","5"
"NL22","CA","2011","1"
"PL41","PL52","2004","1"
"US","DED2","2021","3"
"US","DED5","2020","11"
"CO","CZ08","2008","1"
"ITF1","ITF4","2018","3"
"US","UKH3","2012","2"
"DE","PT11","2019","2"
"DE91","AT13","2018","3"
"SE11","US","2020","29"
"EL30","EL54","2016","2"
"SE21","SE33","2018","6"
"DE25","SE12","2020","1"
"ES30","ES43","2020","5"
"BE23","PH","1995","1"
"FRK2","US","2015","17"
"GB","UKG3","2018","4"
"DEA5","DE80","2009","2"
"NO08","IN","2021","1"
"FRG0","BR","2013","1"
"ITH3","BR","2016","3"
"UKM7","ITF1","2015","1"
"UKH1","UKJ1","2021","20"
"FRK2","CN","2016","9"
"ES61","SV","2016","2"
"ES52","SE22","2016","1"
"UKI5","UKK4","2016","14"
"DE72","DE80","2020","1"
"SE12","SE11","2020","41"
"PT15","PT17","2010","2"
"VE","ES51","2010","3"
"EL54","EL51","2014","1"
"ES41","VE","2020","1"
"UKH1","UKI5","2013","28"
"FR10","DE","2015","2"
"MX","UKF1","2018","1"
"UKG3","PT11","1988","1"
"ES30","ES51","2017","58"
"CN","NL41","2019","4"
"SE","SE12","1968","1"
"LT01","PT15","2021","1"
"CN","IE05","2013","1"
"UKG3","CH04","2016","1"
"BG32","BG31","2020","3"
"PT","PT16","2013","7"
"ZM","KE","2018","1"
"DE92","US","2018","5"
"ES51","BR","1998","3"
"FR10","SE23","1986","1"
"FRL0","SA","2021","1"
"DE30","DE40","2020","38"
"DE25","DE21","1983","1"
"EL53","EL52","2017","1"
"UKI5","UKJ1","2019","109"
"ITI4","LT02","2017","1"
"UKI5","CH01","2017","13"
"UKM8","UKK1","2020","3"
"ES22","ES21","2019","5"
"CH03","CH04","2021","13"
"UKG3","UKG1","2009","4"
"ES30","BE23","2018","2"
"NL33","MT00","2003","1"
"CN","DK01","2020","20"
"FRK2","FR10","2019","51"
"ITI1","UKG3","2006","1"
"DE71","BR","2016","2"
"FRF1","FRK2","1997","4"
"UKJ3","UKK1","2012","4"
"US","CN","2018","56"
"UKI5","IE06","2015","7"
"AU","UKM8","2017","6"
"UKG3","US","2014","4"
"UKF1","ES43","2019","1"
"UKM7","UKE4","2016","8"
"ES22","US","2017","4"
"ES41","CL","1996","1"
"DED2","DEA1","2016","1"
"FRE1","BR","2017","3"
"EG","UKD1","2020","1"
"PA","CO","2020","3"
"CH03","ZA","2016","2"
"DEE0","BE24","2019","1"
"NL31","UKH1","2010","1"
"AT22","FI1B","2019","1"
"BE24","AT13","2020","3"
"PL22","PL21","2001","2"
"SK01","CZ01","2014","6"
"UKJ1","DE12","2011","1"
"IE05","IE06","2016","28"
"UKI5","UKG1","2018","36"
"BR","DE11","2017","5"
"CA","US","2013","11"
"BE33","UA","2014","1"
"DEA1","FR10","2020","1"
"CA","IE04","2020","2"
"ES52","PT16","2012","2"
"UKJ1","US","2018","67"
"DE11","US","2019","12"
"ES61","ES70","1997","2"
"FR10","UKI5","2017","18"
"FRK2","UKM8","2012","1"
"UKI5","AE","2020","11"
"DEA2","CH04","2019","7"
"US","UKM7","2020","36"
"DE12","DEB3","2005","1"
"RO21","RO11","2014","1"
"ET","UKI5","2020","1"
"JO","DE50","2008","1"
"ES30","ES70","2018","9"
"NL33","IS00","2019","1"
"HU31","VN","2020","1"
"UKI5","IE06","2019","15"
"EL30","GR","2017","9"
"HU23","US","2017","2"
"BE23","BE24","2018","12"
"DEE0","DE50","2018","1"
"IN","FRF1","2021","1"
"UG","CH01","2012","1"
"DE11","MX","1983","1"
"NL32","CO","2019","2"
"UKM8","UKK3","2007","1"
"ES51","ITH3","2019","4"
"DEF0","AU","2019","3"
"UKK1","IN","2016","5"
"MX","FI19","2020","2"
"UKE3","UKF1","2020","10"
"US","DE12","2014","9"
"LB","FRD2","2015","1"
"FI1B","DE24","2019","2"
"ES30","ES52","2019","31"
"FRL0","US","2017","17"
"BR","DE91","2019","8"
"SG","ITC4","2018","2"
"UKM8","FI1B","2020","1"
"UKI5","UKE4","2018","19"
"UKD4","CY00","2019","1"
"BE","NL","2018","1"
"UKI5","ID","2020","9"
"AT","BE22","2016","1"
"SE22","NO0A","2019","1"
"SE23","SE12","2010","3"
"UKM7","US","2018","31"
"UKH1","PT17","2000","2"
"RO12","HU11","2017","1"
"UKJ1","HU32","2011","2"
"NL33","FRK2","1976","1"
"IN","ITC4","2019","11"
"NL22","NL31","2018","15"
"EL30","EL61","2019","5"
"ML","CH01","2018","1"
"PT16","PL21","2017","1"
"DK01","ITG2","2016","1"
"FRH0","FR","2017","6"
"FR10","CH01","2013","6"
"UG","UKE4","2000","1"
"ITC4","ITG2","2015","1"
"PT16","DEA2","2020","1"
"SE12","SE21","2014","8"
"FR10","FRC2","2015","2"
"PL91","PL51","2000","3"
"ES53","ES52","2018","2"
"UKI5","UKD3","2011","4"
"HR05","IN","2020","1"
"UKH1","CH01","2011","2"
"AU","UKJ1","2017","13"
"FRG0","FRK2","2011","3"
"UKH3","UKJ2","2008","3"
"UKJ1","UKH1","2001","6"
"US","DE91","2020","12"
"UKJ2","UKE2","2019","4"
"PL63","ES52","2021","1"
"UKE4","UKD7","2018","6"
"ITI1","CH04","2014","2"
"ES62","US","2020","2"
"BE23","ID","2020","1"
"US","CA","2019","43"
"UKG1","UKH1","2014","5"
"UKM5","UKJ1","2003","1"
"UKI5","UKJ2","2013","12"
"VE","ES11","2018","1"
"DE12","DE71","2017","5"
"UKH3","UKJ1","2018","3"
"SD","SE11","2009","1"
"SE23","SE11","2019","2"
"CH01","FRJ2","2016","3"
"DE11","DE21","2007","1"
"UKJ3","DE80","2018","1"
"PT","PT11","2013","4"
"IE06","IE04","2019","17"
"CL","ES51","2004","2"
"BE24","BE21","2013","6"
"UKN0","IE06","2017","8"
"IR","PT17","2016","1"
"KE","UKN0","2016","1"
"MX","ES61","2019","6"
"IN","UKF1","2020","3"
"ES30","ES42","2013","11"
"CZ01","CZ","2015","7"
"UKE4","UKF1","2011","2"
"BR","PT11","2019","131"
"HU11","US","2017","9"
"US","BR","2004","4"
"BR","PT16","2018","203"
"ITI4","ES51","2020","4"
"DE12","DE14","2020","6"
"KE","DE30","2014","1"
"IE06","UKN0","2018","4"
"DE30","MX","1987","2"
"ES30","UKJ2","2010","1"
"UKE4","US","2012","2"
"DE71","IN","2019","2"
"BE10","UKI5","2020","7"
"DEF0","IN","2017","3"
"NO08","IS00","1992","2"
"EG","DEG0","1970","1"
"BR","DEF0","2020","5"
"KZ","CZ01","2016","1"
"NL32","NL33","1998","5"
"CH01","FR10","2017","10"
"UKD3","UKE4","2017","22"
"UKK1","UKI5","2020","20"
"DK01","DK05","2017","8"
"UKD7","MX","2014","1"
"UKI5","HK","1979","1"
"MX","SE21","2017","2"
"NP","GH","2019","1"
"DE30","FRK2","2016","2"
"MZ","ES52","2015","1"
"CU","ES51","2004","1"
"CH03","FR10","2013","1"
"TW","SE12","2017","2"
"DE26","DE30","2015","1"
"US","ES51","2007","9"
"CH01","FRC1","2013","1"
"UKJ1","UKH1","2017","26"
"UKD3","US","1965","2"
"CV","PT18","2019","1"
"TH","SE22","2009","1"
"UKG3","AU","2011","3"
"ES41","ES61","1979","2"
"MY","UKG1","2008","4"
"BR","ES51","2021","7"
"NO08","BR","2019","1"
"NL33","NL42","2018","6"
"TZ","UKD3","2016","3"
"UKH1","NL33","1993","1"
"PL21","VN","2013","1"
"ES51","UKF1","2021","2"
"UKD7","UKK4","2014","1"
"BR","FR","2014","2"
"ME","PT16","2017","1"
"UG","PT16","2016","1"
"DEA2","DE94","2019","2"
"FR10","EL52","1985","2"
"GH","UKF1","2015","2"
"ITH3","DK01","2023","1"
"ES12","ES13","2007","1"
"MY","UKJ3","2008","3"
"CN","SE22","2014","4"
"UKH1","US","2019","79"
"CH05","IR","2018","1"
"DE21","ES30","2011","1"
"UKE3","GH","2010","1"
"ITH1","PT16","2020","1"
"DEA2","HR03","2007","1"
"SI04","BE24","2021","1"
"ES51","AR","2010","7"
"FRB0","FR","2021","2"
"AT13","IE06","2019","1"
"DE60","RU","2020","1"
"UKC1","UKD4","2020","2"
"HK","SE33","2018","1"
"NG","UKI5","2021","6"
"US","UKG1","1999","2"
"MY","IE05","2007","1"
"PL","PL91","2018","9"
"AT31","LU00","2019","1"
"BR","PT16","2016","136"
"UKD3","UKG1","2001","1"
"PT18","ES43","2002","1"
"TR","PT11","2018","4"
"UKI5","UKH1","1992","4"
"CU","FRL0","2020","1"
"UKC1","UKE3","2019","1"
"US","NO08","1993","3"
"HK","KR","2019","2"
"DE80","DE60","2004","1"
"FRC1","LB","2010","1"
"ITG1","US","2017","5"
"FRL0","FRK1","2015","1"
"FR10","SY","2006","1"
"FRL0","AU","2014","1"
"DE72","AU","2019","2"
"DE50","NL11","2021","2"
"GT","ES52","2018","1"
"DE30","UKH1","2018","2"
"PL51","CN","2019","1"
"DEA1","ITI4","2014","1"
"DEB3","DE71","2015","4"
"CA","DE71","2018","4"
"ITF3","PK","2011","1"
"CH03","US","2021","13"
"UKI5","UKK2","2015","10"
"IR","FRE2","2012","1"
"FR","FRB0","2019","2"
"DED2","DE40","1992","1"
"UKJ1","CZ01","2020","4"
"DK01","DK03","2018","6"
"ITF1","NL32","2019","1"
"DE60","DE","1989","2"
"FR10","FRB0","2017","8"
"UKJ1","UKM8","2010","1"
"CN","PK","2019","3"
"IN","RO11","2018","1"
"CH04","CH","2007","3"
"US","HK","2019","9"
"UKF1","FI19","2019","1"
"ES61","ES52","2019","20"
"TR","IE06","2020","6"
"CO","CZ06","2019","1"
"FR10","FRJ1","2021","10"
"DE25","DK01","2017","1"
"FR10","CA","2015","21"
"IN","DE30","2013","4"
"ITI4","ITF3","2005","5"
"UKI5","FRK2","2020","7"
"UKI5","EL30","2020","7"
"NL31","HU11","2010","1"
"DE40","DEA2","2006","1"
"UKE3","UKC1","2020","2"
"UKM7","IN","2019","7"
"FR10","MX","1997","6"
"GH","ES51","2018","1"
"ES51","CL","2010","9"
"MX","PT16","2014","3"
"UKL1","AU","2000","2"
"ET","BE10","2009","1"
"BE32","BE31","2016","1"
"ZA","UKJ1","2021","4"
"CH03","KG","2015","1"
"EL30","US","2004","1"
"IE06","EL30","2021","1"
"JP","EL30","2019","1"
"MX","ES30","2019","27"
"FR10","CA","2017","25"
"PT16","PT17","2019","72"
"US","ITC4","2021","17"
"NG","UKM7","2003","2"
"CO","ES61","2017","25"
"BE10","MX","2019","1"
"CO","AR","2020","3"
"FR10","FRK2","2011","18"
"ITG1","ITC4","2018","3"
"NZ","UKD1","2016","1"
"ITF6","DK01","2014","1"
"DE50","DEE0","2020","1"
"DK","NL22","2020","1"
"UKG3","SA","2016","3"
"DK04","UKI5","2018","1"
"AE","IN","2020","1"
"UKE3","UKD3","1985","1"
"CH07","ITC4","2020","7"
"FRJ1","GF","2014","1"
"UKJ1","UKI5","2017","83"
"SE22","DEE0","2020","1"
"DE71","SG","2020","2"
"EL30","NL33","2018","4"
"NL41","NL33","2003","2"
"SA","MY","2016","2"
"CH01","AT13","2011","2"
"CH01","UKH1","2013","1"
"CA","UKI5","2021","12"
"UKI5","ES51","2014","7"
"BE24","MX","2013","1"
"UKJ1","US","2013","20"
"ITH3","BE23","2014","1"
"SA","UKD3","2012","3"
"NL33","NL32","2012","6"
"DE91","DE","2014","2"
"FRI1","VN","2013","1"
"ES61","PT16","2011","5"
"AT13","AT12","2016","9"
"CZ05","KE","2019","1"
"IN","SE33","2020","5"
"SE21","SE11","2018","19"
"PL81","PL22","2005","2"
"ES52","ES41","2017","5"
"KR","AT13","2010","1"
"FRE1","FR10","2019","18"
"UKE4","UKD4","2010","2"
"UKH1","GB","2019","16"
"ES12","ES41","2003","3"
"NL41","BE22","2020","2"
"NO06","NO08","2015","7"
"ES61","ES13","2020","4"
"RU","DE91","1994","1"
"DE94","DE","2019","3"
"ES51","ES11","2019","15"
"FR10","AU","2018","12"
"FR10","TR","2015","3"
"PT11","BR","2017","39"
"BR","AT13","2015","4"
"HU11","HU","2014","3"
"ITC4","NZ","2009","1"
"SE33","SE12","2020","4"
"NO06","NO08","2004","4"
"BR","ES30","2019","17"
"ES51","UKH1","2021","1"
"US","CN","2012","12"
"DE60","HU23","2017","1"
"ES30","CL","2014","15"
"US","AT33","1985","1"
"FR10","BR","2003","9"
"DE30","JO","2012","2"
"CH05","UKK2","2015","1"
"UKI5","CN","2018","55"
"ES61","ES30","1991","2"
"PL61","PL51","2015","1"
"UKH1","US","2017","72"
"GB","RU","2010","2"
"IE04","US","2020","8"
"UKI5","DK01","2015","8"
"PT17","PT11","2014","3"
"US","ITH4","2020","5"
"UKI5","GB","2015","23"
"UKI5","NL11","2020","5"
"PL","PL61","2002","1"
"NL33","UKF1","2013","1"
"RS","ES70","2012","1"
"CN","MY","2020","3"
"US","DK01","2010","5"
"FR10","FRB0","2015","6"
"US","UKI5","2021","69"
"US","BE23","2018","9"
"TW","DEF0","2021","2"
"UKH1","NL32","2000","2"
"ES61","CL","2015","6"
"ITI1","IL","2014","1"
"UA","PL91","2016","4"
"CO","ES23","2016","25"
"GM","UKG3","2012","1"
"ITC4","ITH4","2010","3"
"AU","FR10","2015","5"
"US","UKD4","2019","1"
"CA","ITC4","2014","4"
"NL","NL32","2014","3"
"DE26","DE21","2012","3"
"FI1B","FI19","2020","23"
"ITC4","FRC1","2008","1"
"UKN0","UKD6","2020","1"
"DEG0","ID","2012","2"
"SE21","IR","2012","1"
"UKG1","MY","2002","3"
"DE21","DE71","2018","4"
"ITH5","ITI1","2021","5"
"ITH4","ES51","2020","3"
"ITI4","ITH5","2012","4"
"MK","UKI5","2017","1"
"UKG1","JO","2013","2"
"DE21","US","2017","16"
"PR","ES30","2019","2"
"UA","UKI5","2000","1"
"PL21","FR10","2020","1"
"US","UKI5","2017","109"
"ES51","ES30","2020","61"
"DEA2","AT31","2014","1"
"DEB3","NL31","2001","1"
"NL32","US","1998","2"
"FRL0","MA","2001","1"
"UKJ1","IL","2011","2"
"ES30","UKH1","2015","2"
"CH01","US","2015","31"
"UKJ1","BE21","2019","2"
"TH","UKI5","2014","2"
"ITH3","ITC4","1993","2"
"IE06","UKJ3","2011","1"
"DEE0","DE30","2014","3"
"IN","UKI5","2005","2"
"UKF1","UKJ1","2015","3"
"BE31","PE","2007","1"
"UKF1","UKL2","2013","2"
"NL41","NL31","2019","10"
"NL31","CH01","2018","1"
"BE10","IE","2016","1"
"DE12","NL22","2015","1"
"US","ES51","2017","37"
"KR","BE24","2020","1"
"SE23","SE21","2017","20"
"UKF1","UKF3","2006","4"
"PL41","PL42","2018","3"
"FRK2","US","2018","21"
"UKH1","KR","2013","2"
"ITI4","UKG1","2019","3"
"BE24","IE06","2015","2"
"ITH3","ITH4","2017","5"
"US","CY00","2002","6"
"ITF3","UKH3","2019","1"
"SA","AU","2020","2"
"CN","UKJ1","2018","30"
"NL12","NL22","2009","1"
"UKM8","UKF1","2019","7"
"UKJ2","JP","2017","3"
"UKM8","VN","2017","2"
"PL72","PL21","2011","2"
"UKI5","UKJ1","2009","10"
"RU","CZ01","2016","7"
"DE30","IN","2003","1"
"ID","UKF1","2010","1"
"NO09","NI","2016","1"
"RU","FI","2018","1"
"ES30","FRD1","2020","1"
"FRK2","MX","2007","3"
"DE12","US","2019","16"
"FR10","BR","2018","37"
"FR10","BR","2005","10"
"UKH1","US","2018","96"
"FRG0","LU00","2019","3"
"BE21","BE10","2020","13"
"UKF1","UKK4","2011","2"
"EE00","UKJ4","2016","1"
"ITH1","ITF4","2020","3"
"ES51","US","2019","67"
"UKD4","UKF1","2019","1"
"DEA2","BE10","2019","6"
"ITH3","ITG1","1991","1"
"FR10","FRK2","2013","15"
"UKF1","ITH5","2021","1"
"ES30","ES12","2017","7"
"IR","FI1D","2009","1"
"UKC2","AE","2019","1"
"PT11","ES61","2005","1"
"PT16","ES11","2004","3"
"PL81","PL63","2008","2"
"AE","DK","2019","1"
"PT16","PT15","2016","7"
"PL51","JP","2019","1"
"UKC1","ES61","2019","1"
"NL41","NL33","2019","9"
"ES61","ES63","2013","2"
"SE21","DE71","2009","1"
"US","NL11","2002","1"
"US","UKH1","2007","11"
"FR10","NL31","2018","2"
"UKG2","HR03","2008","1"
"BR","UKH1","2017","7"
"ES30","ES51","2018","46"
"UKH1","CN","2019","20"
"AT22","PL63","2016","1"
"ES51","NL33","2019","10"
"PT11","NL22","2017","1"
"DEA2","DE11","2014","3"
"ES61","ES30","1998","2"
"ES","ES51","2016","8"
"ITC3","ITH3","2020","2"
"CN","US","2017","17"
"ZA","PL21","2019","1"
"ES30","CH01","2011","1"
"PT16","PT","2008","4"
"ES11","ES51","2018","5"
"FRE2","FRH0","2013","2"
"ES11","CO","2020","2"
"SE33","IN","2019","5"
"US","EL52","2015","1"
"ITC4","DE23","2018","1"
"MZ","PT16","2018","9"
"ES30","ES70","1997","1"
"SE33","US","2018","5"
"AU","US","2019","33"
"FR10","CH01","2017","22"
"KR","DEA1","2019","1"
"UKM5","AU","2009","1"
"UKK4","UKI5","2021","9"
"ES62","ES52","1995","5"
"SE11","SE33","2020","9"
"JP","DK01","2021","4"
"UKM7","AE","2014","2"
"DE","DE71","2021","5"
"IR","UKI5","1998","1"
"UKE4","CN","2020","4"
"BR","UKE4","2017","3"
"BE33","FRH0","2017","1"
"FR10","FRD1","2016","8"
"SK01","UKK1","2009","1"
"UKI5","CH03","2011","1"
"US","BE23","2016","5"
"DK01","US","2004","2"
"FR10","FRH0","1990","2"
"DE21","US","2019","32"
"CA","US","2003","2"
"TH","UKG3","2014","1"
"TR","FRL0","2012","1"
"UKI5","UKH1","2019","92"
"ITH5","ITI1","2015","5"
"CZ06","SE11","2017","1"
"UKG1","US","2010","5"
"DE60","DEF0","2003","4"
"UKK1","UKM8","2019","5"
"BE24","AR","2019","1"
"UKJ1","NL31","2015","1"
"DE94","FI1B","2000","1"
"PT16","BR","2008","3"
"FRK2","BR","2012","9"
"CR","DE91","2019","1"
"FRL0","US","2012","2"
"UKJ2","RS","2008","1"
"ES30","AR","2016","7"
"UKE3","VN","2019","1"
"CZ01","US","2019","15"
"UKE3","UKE4","1997","1"
"JP","FR","2019","2"
"DEA2","CA","2017","2"
"DE25","DE12","2021","3"
"DE12","CN","2005","1"
"UKJ2","UKD3","2002","1"
"SE21","UKJ1","2013","1"
"ES30","ES61","2000","9"
"US","DE71","1957","1"
"UKD4","UKG2","2020","1"
"FR","FRL0","2020","13"
"ITC4","ES51","2009","2"
"MX","ES51","2005","8"
"UKH1","UKJ1","2001","2"
"VN","UKI5","2012","2"
"PT11","MO","2017","1"
"FRI1","TR","2020","3"
"UKI5","UKD3","2016","24"
"IE06","CA","2017","7"
"ITH3","ITH5","2005","2"
"UA","DED4","2004","1"
"AU","IE05","2011","1"
"DE21","DE92","2020","5"
"MX","ES41","2018","12"
"FR10","UKI5","2019","24"
"CH02","FRB0","2020","1"
"ES51","CO","2020","13"
"PT16","ITF3","2009","1"
"ITC4","FR10","2018","5"
"FRG0","FRK2","2014","4"
"EL51","GR","2019","2"
"MY","MT00","2013","1"
"PL91","PL72","2016","4"
"DE80","DEA2","2012","1"
"UKI5","CO","2019","4"
"SE21","SE12","2012","5"
"ES30","US","2019","43"
"FRJ1","IS00","2002","1"
"UKK1","CH01","2021","2"
"DE13","NL32","2017","1"
"UKC2","LY","2006","1"
"EL43","SG","2009","1"
"UKG3","UKM5","1994","1"
"US","ES30","2019","39"
"UKJ3","LY","2016","1"
"UKD3","MX","2018","3"
"AL","ITI4","2012","1"
"UKK2","NO02","2013","1"
"RO12","HU22","2013","1"
"ES30","AR","2011","3"
"NZ","UKI5","2010","1"
"NL32","ES12","1997","1"
"AU","CA","2020","11"
"US","UKI5","2016","90"
"DE91","US","2017","15"
"TH","NL32","2017","1"
"US","UKL2","2018","9"
"IN","UKJ2","2019","9"
"PT16","UKI5","2017","12"
"CN","UKI5","2013","11"
"PL51","IE06","2020","1"
"AT22","DE30","2021","1"
"PL63","PL","2020","2"
"JP","AU","2018","5"
"UKI5","UKH2","2019","13"
"TR","AT31","2020","2"
"AT13","AT12","2008","4"
"UKI5","TH","2018","10"
"UKC2","UKM5","2003","1"
"UKI5","UKJ2","2018","38"
"GR","EL51","2016","1"
"NL33","NL32","2018","29"
"UKC2","UKE3","2020","5"
"DE92","ITI4","1996","1"
"ITC4","ITC1","2018","8"
"ZA","UKI5","2019","16"
"DE60","DEA2","2004","1"
"UKJ3","IE06","1999","2"
"UKL2","ES51","2021","1"
"CO","SE12","1993","1"
"MT00","PT16","2016","1"
"ES21","ES30","2020","19"
"UKM7","CA","2017","9"
"ES30","ES43","2019","11"
"EC","ES51","2013","5"
"ITI1","ITI4","2016","11"
"US","UKH1","2018","69"
"PT18","PT17","2010","2"
"MT00","US","2001","1"
"UZ","SZ","2021","1"
"DE94","DE50","2019","5"
"VN","UKD4","2019","1"
"DE21","BR","2016","6"
"NL33","CH03","2020","3"
"BE10","DEF0","2015","1"
"PT16","BG33","2016","1"
"PT11","BR","2018","47"
"UKD3","ES30","2009","1"
"ID","PT11","2012","2"
"UKJ1","US","2017","64"
"FI1B","FI1D","2014","12"
"CH04","PT16","2014","3"
"FRK2","MX","2005","5"
"ITH3","ITH5","2017","9"
"CZ","CZ05","1998","1"
"SE12","SE11","2004","5"
"UKC1","UKI5","2018","9"
"FRF3","MY","2016","1"
"DE25","DE14","2017","2"
"ES30","ES70","2020","12"
"RO32","RO11","2009","4"
"PT17","FR10","2014","2"
"ES51","CO","2017","39"
"ITH5","AU","2019","4"
"ES61","ES30","2015","30"
"SE12","NP","2014","1"
"US","CA","1991","1"
"FRK2","IN","2012","2"
"SE","SE12","2009","2"
"UKK2","DEA2","2017","1"
"DE71","DE80","2018","2"
"LY","ZA","2010","1"
"NL32","UKH1","2013","1"
"AU","ES30","2016","1"
"UKE4","KR","2019","1"
"UKI5","NZ","1994","2"
"UKI5","DE26","2018","1"
"VN","FRH0","2015","3"
"UKM7","UKF1","2016","4"
"PT16","UKK1","2012","1"
"DEF0","DE60","2018","5"
